,comment,label,tokenized
878,bagus sekali,,bagus sekali
879,"sedari kemarin tetiba aplikasi ini sign out dengan sendirinya, login kembali melalui email tdk bisa, melalui nomor hp tidak bisa input angka. sementara kemana2 harus check in aplikasi ini.batere sering drop krn check.ini. kenapa tidak ada pembaharuan teknolgi? .",,sedari kemarin tetiba aplikasi ini sign out dengan sendirinya login kembali melalui email tdk bisa melalui nomor hp tidak bisa input angka sementara harus check in aplikasi sering drop krn kenapa tidak ada pembaharuan teknolgi
880,pemakainnya ribet dan membingungkan,,pemakainnya ribet dan membingungkan
881,"too many bugs , needs more improvement",,too many bugs needs more improvement
882,kok komen saya hilang?,,kok komen saya hilang
883,ngabisin baterai aj power saving udah punya tp ttp.karna selalu butuh lokasi.pop up nya di pojokan hp mulu risih,,ngabisin baterai aj power saving udah punya tp selalu butuh up nya di pojokan hp mulu risih
884,"ah masa klo mau make aplikasi ini harus punya android terbaru? yang butuh apk ino bukan hanya org mampu. tolong benerin ya. saya tdk bisa lanjut ke slide berikutnya karena tdk bisa scroll utk konfirmasi saat diberi privacy policy. saya rasa banyak yg begitu juga, tolong fokuskan di situ dulu perbaikannya",,ah masa klo mau make aplikasi ini harus punya android terbaru yang butuh apk ino bukan hanya org mampu tolong benerin ya saya tdk bisa lanjut ke slide berikutnya karena tdk bisa scroll utk konfirmasi saat diberi privacy policy saya rasa banyak yg begitu juga tolong fokuskan di situ dulu perbaikannya
885,"after update to 4.0.2, the app doesnt let me check out..i cant check in again, cause i havent check out..the previous version has automatic check out when i was too far away..but this one???why getting worse all of a sudden..now i cant check in to any other place..",,after update to the app doesnt let me check cant check in again cause i havent check previous version has automatic check out when i was too far this one why getting worse all of a i cant check in to any other
886,"update aplikasi pedulilindungi terbaru menjadi lebih banyak effort yg harus dilakukan karena setelah melakukan scan qr code check in, diharuskan melakukan checkout ditempat. apabila tidak melakukan checkout maka kita tidak bisa checkin ditempat lain. aplikasi sebelumnya memberikan kesempatan kita utk otomatis checkout bila kita keluar dr area/keluar dr jangkauan area checkin. mohon dipikirkan kembali utk fitur tersebut.",,update aplikasi pedulilindungi terbaru menjadi lebih banyak effort yg harus dilakukan karena setelah melakukan scan qr code check in diharuskan melakukan checkout ditempat apabila tidak melakukan checkout maka kita tidak bisa checkin ditempat lain aplikasi sebelumnya memberikan kesempatan kita utk otomatis checkout bila kita keluar dr dr jangkauan area checkin mohon dipikirkan kembali utk fitur tersebut
887,"cb kalo d email itu d baca dan d reply. luar biasa kerja kalian itu. appnya bnyk mslh, csnya jg. ini gmn kementrian kesehatan??? coba mentri kesehatan ama mentri itny kolaborasi yg bener.",,cb kalo d email itu d baca dan d reply luar biasa kerja kalian itu appnya bnyk mslh csnya jg ini gmn kementrian kesehatan coba mentri kesehatan aman mentri itny kolaborasi yg bener
888,top,,top
889,tidak bisa checkout,,tidak bisa checkout
890,parah bgt ini aplikasi.. mau update nik susah banget !! parah lah nih nyusahin aja,,parah bgt ini mau update nik susah banget parah lah nih susah aja
891,great,,great
892,setelah update kemarin sampai sekarang tidak bisa masuk..sudah di uninstall dan install ulang tetap tdk bs masuk,,setelah update kemarin sampai sekarang tidak bisa di uninstall dan install ulang tetap tdk bs masuk
893,"kalau ga error terus, harus update terus. gitu aja terus terus terus. piye toh iki?",,kalau tidak error terus harus update terus gitu aja terus terus terus piye toh iki
894,semoga covid-19 segera berlalu,,semoga segera berlalu
895,very bad apps. keep saying fake location detected,,very bad apps keep saying fake location detected
896,ingin login gagal terus,,ingin login gagal terus
897,"ehac gk bs diganti kendaraanya jd airplane, abis diganti pasti di lembar konfirmasi berubah sendiri jd car",,ehac tidak bs diganti kendaraanya jd airplane abis diganti pasti di lembar konfirmasi berubah sendiri jd car
898,gak bisa link sertifikat ke akun. aplikasi versi 4.02. versi sbelumny bisa.,,tidak bisa link sertifikat ke akun aplikasi versi versi sbelumny bisa
899,"pengalaman saya menggunakan ini di hp saya baguss tapi kenapa ya kalau di hp samsung j2 prime, tidak bisa login karena tulisan ""saya setuju"" nya tidak dapat muncul. yang ada hanya ""saya setuju dengan peraturan...."" mohon solusinya",,pengalaman saya menggunakan ini di hp saya bagus tapi kenapa ya kalau di hp samsung prime tidak bisa login karena tulisan saya setuju nya tidak dapat muncul yang ada hanya saya setuju dengan peraturan mohon solusinya
900,kenapa bedaaaa tampilannya..ga bisa scan barcode,,kenapa bedaaaa bisa scan barcode
901,susah login,,susah login
902,ok,,ok
903,complicated,,complicated
904,sering ga bisa check out.. jadi numpuk akhirnya di check in,,sering tidak bisa check jadi numpuk akhirnya di check in
905,saya suka banget sistem check in and check out yang otomatis...aplikasi ini keren banget 😄😄,,saya suka banget sistem check in and check out yang otomatis aplikasi ini keren banget
906,"aplikasi gak jelas, gak support android layar 5.5 inch gabisa centang sk. gabisa lihat sertifikat sistem eror. payah. pantes rating jelek, sangat layak",,aplikasi tidak jelas tidak support android layar inch tidakbisa centang sk tidakbisa lihat sertifikat sistem error payah pantes rating jelek sangat layak
907,verifikasi tidak masuk ke sms.,,verifikasi tidak masuk ke sms
908,errorr,,errorr
909,mayan,,mayan
910,gitu dong. cepet benerinnya,,gitu dong cepet benerinnya
911,"can't see my vaccine certificate. filled in all the identity requirements correctly, but still cannot view/check vaccine certificate",,ca see my vaccine certificate filled in all the identity requirements correctly but still can not vaccine certificate
912,good,,good
913,tdk bisa utk android 5,,tdk bisa utk android
914,does not automatically check-out,,does not automatically
915,"aplikasi cacat gabisa masuk, gabisa milih tanggal",,aplikasi cacat tidakbisa masuk tidakbisa milih tanggal
916,"seems they fixed the main problem which is the location services, no longer 'all the time'. well done!",,seems they fixed the main problem which is the location services no longer the time well done
917,"setelah di update kenapa saya jadi logout dan saat mau login kembali ada notif ""user not found"", bagaimana ini???",,setelah di update kenapa saya jadi logout dan saat mau login kembali ada notif user not found bagaimana ini
918,tidak bisa cek sertifikat vaksin padahal sudah vaksin ke 2,,tidak bisa cek sertifikat vaksin padahal sudah vaksin ke
919,the result of my pcr test or antigen never up in this apps,,the result of my pcr test or antigen never up in this apps
920,tidak up date data swab yg sdh dilakukan,,tidak up date data swab yg sdh dilakukan
921,buat akan qr code labil. hari ini gagal skan dan tidak bisa diulang.,,buat akan qr code labil hari ini gagal skan dan tidak bisa diulang
922,sudah update masih ga bisa lihat sertifikat vaksin. gimana nih??????,,sudah update masih tidak bisa lihat sertifikat vaksin gimana nih
923,sertifikat vaksin saya yang kedua manaaaaaaaa???!!!!!!!!!!!!!!!!!!,,sertifikat vaksin saya yang kedua manaaaaaaaa
924,"setelah update versi yang terbaru, terdapat error dalam pembuatan ehac jenis kendaraan berubah menjadi tipe car padahal dalam pengisian menggunakan airplane, pemilihan kota juga tidak fleksible dikarenakan tidak bisa searching nama kota secara langsung",,setelah update versi yang terbaru terdapat error dalam pembuatan ehac jenis kendaraan berubah menjadi tipe car padahal dalam pengisian menggunakan airplane pemilihan kota juga tidak fleksible dikarenakan tidak bisa searching nama kota secara langsung
925,"sangat banyak bug. sertifikat vaksin kadang muncul kadang ilang. mau bikin ehac sulitnya minta ampun, sudah scan qr code boarding pass malah ga bisa next. giliran bisa next, deklarasi kesehatanya gantian nge'bug. pas udah isi symptoms, isi country indonesia, mau konfirmasi malah detail datanya ada yg salah. kelaminya ganti lah, jenis kendaraan berubah jadi mobil lah... buset dah... inconsistency bug...",,sangat banyak bug sertifikat vaksin kadang muncul kadang ilang mau bikin ehac sulitnya minta ampun sudah scan qr code boarding pass malah tidak bisa next giliran bisa next deklarasi kesehatanya gantian pas udah isi symptoms isi country indonesia mau konfirmasi malah detail datanya ada yg salah kelaminya ganti lah jenis kendaraan berubah jadi mobil lah buset dah inconsistency bug
926,kadang suka error,,kadang suka error
927,sangat berguna untuk kesehatan bersama ditengah covid yg masih melanda saat ini,,sangat berguna untuk kesehatan bersama ditengah covid yg masih melanda saat ini
928,"katanya kalau ada kendala hubungi email pedulilindungi, tapi email tidak terkirim karena overload",,katanya kalau ada kendala hubungi email pedulilindungi tapi email tidak terkirim karena overload
929,"update. masih ada masalah tidak bisa check-in di stasiun ka yang sama, 1 hari setelah nya. mungkin coba pertimbangkan tidak semua orang pulang-pergi dengan kendaraan yg sama🙄👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻. terimakasih 👎🏻",,update masih ada masalah tidak bisa di stasiun ka yang sama hari setelah nya mungkin coba pertimbangkan tidak semua orang dengan kendaraan yg terimakasih
930,"cannot check out manually, when ww forgot to check out",,can not check out manually when ww forgot to check out
931,"pemerintah bikin aplikasi eror melulu,coba sekali2 bikin yg bagus,duit nya jangan di korupsi jadi nya rakyat dapet yg murahan terus!",,pemerintah bikin aplikasi error melulu coba bikin yg bagus duit nya jangan di korupsi jadi nya rakyat dapet yg murahan terus
932,aplikasi ga tau gunanya apa..,,aplikasi tidak tau gunanya
933,"aplikasi sangat jelek, tapi wajib. buang2 uang rakyat milyaran, semoga tuhan membalas kejahatan korupsi anda2 sekalian.",,aplikasi sangat jelek tapi wajib uang rakyat milyaran semoga tuhan membalas kejahatan korupsi sekalian
934,"setelah update data, sertifikat vaksin malah ilang ga ada lagi datanya di app.",,setelah update data sertifikat vaksin malah ilang tidak ada lagi datanya di app
935,manteb,,manteb
936,saya sudah download apps tapi tidak bisa buka,,saya sudah download apps tapi tidak bisa buka
937,stupid app,,stupid app
938,aplikasi sampah,,aplikasi sampah
939,"tadi siang iseng ngecek sertifikat vaksin. data bahwa sudah vaksin 2 kali ada, tp sertifikatnya dibilang nggak ada. seperti yang pernah terjadi sebelumnya. saya coba update aplikasi, sertifikat tetap nggak ada.",,tadi siang iseng ngecek sertifikat vaksin data bahwa sudah vaksin kali ada tp sertifikatnya dibilang tidak ada seperti yang pernah terjadi sebelumnya saya coba update aplikasi sertifikat tetap tidak ada
940,sudah bisa aman aplikasinya. saya koreksi jadi bintang 5,,sudah bisa aman aplikasinya saya koreksi jadi bintang
941,aplikasi sudah di download tapi setelah kotak persetujuan privacy dicentang gaada menu buat next,,aplikasi sudah di download tapi setelah kotak persetujuan privacy dicentang gaada menu buat next
942,"kenapa kode verifikasi tidak terkirim melalui email, harus di coba berulang kali dan saat terkirim waktu verifikasi sudah habis. tolong solusinya",,kenapa kode verifikasi tidak terkirim melalui email harus di coba berulang kali dan saat terkirim waktu verifikasi sudah habis tolong solusinya
943,"ini kenapa ya, di hp samsung bapakku baru mau buka, udah contreng izin dll tapi bagian bawahnya gak keliatan. jadinya bapakku gabisa masuk masuk aplikasi! gabisa discroll pula! tolong dibenahi! trmkasih",,ini kenapa ya di hp samsung bapakku baru mau buka udah contreng izin dll tapi bagian bawahnya tidak keliatan jadinya bapakku tidakbisa masuk masuk aplikasi tidakbisa discroll pula tolong dibenahi trmkasih
944,good,,good
945,sudah vaksin belum masuk aplikasi kenapa ya??..,,sudah vaksin belum masuk aplikasi kenapa ya
946,bad app,,bad app
947,versi terakhir stuck di halaman ke 2,,versi terakhir stuck di halaman ke
948,hi knp yg 2nd vaksin ga muncul d e-sertifikat nya ? waktu 1st lgs d sms dan otomatis kni ke2 knp ga ada sms n blom ada d app pedulilindungi. sy uda uninstalled and installed lg tp ga muncul,,hi kenapa yg vaksin tidak muncul d nya waktu lgs d sms dan otomatis kni kenapa tidak ada sms n belum ada d app pedulilindungi sy uda uninstalled and installed lg tp tidak muncul
949,baru saja install dan layar syarat penggunaan dan kebijakan privasi tidak ada tombol setuju. sudah coba di 2 hp dan sama sama tidak bisa masuk. jadi tak bisa pakai appnya. mohon diperbaiki.,,baru saja install dan layar syarat penggunaan dan kebijakan privasi tidak ada tombol setuju sudah coba di hp dan sama sama tidak bisa masuk jadi tak bisa pakai appnya mohon diperbaiki
951,mantap....,,mantap
952,berguna bgttt,,berguna bgttt
953,"payah apk nya gaje.masa mau ngisi data ngulang ngulang isi tgl lahir gak bisa2.setelah coba install lagi mau msk apk setelah isi no hp dan setujuh syarat2,eh tiba"" keluar dari apk.jdi seperti itu terus biarpun udh inatall apk nya lgi.huft",,payah apk nya mau ngisi data ngulang ngulang isi tgl lahir tidak coba install lagi mau msk apk setelah isi no hp dan setujuh eh tiba keluar dari seperti itu terus biarpun udh inatall apk nya
954,ga bisa dibuka di samsung note 3 stlh update,,tidak bisa dibuka di samsung note stlh update
955,"this app keeps freezing resulting in a total restart for my phone because it won't open properly anymore. i checked it several times, it is not because of my phone. this is the only app on my phone that forces me to restart my device. can you imagine how annoying that is if you are about to enter a mall or any other place where you need this app? in short: this app is extremly unreliable.",,this app keeps freezing resulting in a total restart for my phone because it wo open properly anymore i checked it several times it is not because of my phone this is the only app on my phone that forces me to restart my device can you imagine how annoying that is if you are about to enter a mall or any other place where you need this app in short this app is extremly unreliable
956,"setelah aplikasi diupdate, saya malah tidak bisa login. tidak dapat sms otp. sudah dicoba berkali-kali tetap tidak bisa dan tidak mendapatkan sms.",,setelah aplikasi diupdate saya malah tidak bisa login tidak dapat sms otp sudah dicoba tetap tidak bisa dan tidak mendapatkan sms
957,"the new update brings so much better performance and experience, now i don't have doubt to recommend friends and families to install pedulilindungi",,the new update brings so much better performance and experience now i do have doubt to recommend friends and families to install pedulilindungi
958,setelah update malah gk bisa pakai aplikasinya.,,setelah update malah tidak bisa pakai aplikasinya
959,sertifikat saya tidak muncul,,sertifikat saya tidak muncul
961,"downloaded already to the newest version but still have some problem ""there is no internet connection"". try also to install to anothers android phone the issue was same. another question on the basis data, are the data is validated? especially on the data possitive cases. i saw some data on the different location ( kelurahan ) has a same number confirmed eventough in the different place but still in the same district/ city. hope this app can be improve soon!!",,downloaded already to the newest version but still have some problem there is no internet connection try also to install to anothers android phone the issue was same another question on the basis data are the data is validated especially on the data possitive cases i saw some data on the different location kelurahan has a same number confirmed eventough in the different place but still in the same city hope this app can be improve soon
962,perbaiki optimasi otp dong,,perbaiki optimasi otp dong
963,"habis di update eror pak menkes, tolong diperbaiki.....",,habis di update error pak menkes tolong diperbaiki
964,sdh install update. malah tidak bisa check out. betulkan dong.,,sdh install update malah tidak bisa check out betulkan dong
965,app nya bagus. kalau bisa semua satu atap satu app saja khusus yg berhubungan dengan covid ini. jangan beda kementrian beda app. skrng sudah sangat bagus ehac sudah di dalam pedulilindungi. joss!!,,app nya bagus kalau bisa semua satu atap satu app saja khusus yg berhubungan dengan covid ini jangan beda kementrian beda app skrng sudah sangat bagus ehac sudah di dalam pedulilindungi joss
966,frequent error during qr scan,,frequent error during qr scan
967,great,,great
968,kdng di bbrp area susah diakses,,kdng di bbrp area susah diakses
969,saya tidak bisa login karena tidak kunjung mendapatkan kode verifikasi ke nomor handphone yang sudah terdaftar di pedulilindungi,,saya tidak bisa login karena tidak kunjung mendapatkan kode verifikasi ke nomor handphone yang sudah terdaftar di pedulilindungi
970,"sertifikatnya ga muncul, klo scan qr code gagal udah gabisa cek in manual",,sertifikatnya tidak muncul klo scan qr code gagal udah tidakbisa cek in manual
971,"sudah lebih baik dibanding app sebelumnya, untuk perjalanan sudah ada form hasil pcr dan ehac dalam 1 aplikasi",,sudah lebih baik dibanding app sebelumnya untuk perjalanan sudah ada form hasil pcr dan ehac dalam aplikasi
972,hobi error,,hobi error
973,semoga apk ini berfungsi dngan baik,,semoga apk ini berfungsi dngan baik
974,dude... i just doubt about your work. considering bpjs data.,,dude i just doubt about your work considering bpjs data
975,aplikasi banyak bug,,aplikasi banyak bug
976,gak ok banget so bad and poor bad and poor bad and poor. i m very very very disapointed wilth this application.. very bad and poor pisan iyeu mah.. preet lah anjay,,tidak ok banget so bad and poor bad and poor bad and poor i m very very very disapointed wilth this very bad and poor pisan iyeu preet lah anjay
978,"tidak dapat update profile, baik di mobile apps maupun di web. karena data profile saya masih belum lengkap, sehingga tidak dapat menggunakan fitur scan qr code. mohon segera di perbaiki",,tidak dapat update profile baik di mobile apps maupun di web karena data profile saya masih belum lengkap sehingga tidak dapat menggunakan fitur scan qr code mohon segera di perbaiki
979,cannot link pcr results even from registered clinic or add overseas vaccination.,,can not link pcr results even from registered clinic or add overseas vaccination
980,"lemot dan eror mulu bikin telat kerja aja, udah sampe lobby ktr drtd tapi hampir 15 menit stuck ga bs masuk gedung ktr sndri krn nih apk eror mulu, klo buat aturan kmn2 hrs pake apk ini, yah jgn eror mulu donggg",,lemot dan error mulu bikin telat kerja aja udah sampe lobby ktr drtd tapi hampir menit stuck tidak bs masuk gedung ktr sndri krn nih apk error mulu klo buat aturan hrs pake apk ini yah jangan error mulu donggg
981,"heran sejak down eror, gue ga bisa bisa log in",,heran sejak down error gue tidak bisa bisa log in
982,nice 👍😊,,nice
983,"tidak bisa lanjut setelan pilih menu warga indonesia dan klik term and cond, menu next nya gak ada????",,tidak bisa lanjut setelan pilih menu warga indonesia dan klik term and cond menu next nya tidak ada
984,"ngaco ini appnya, kemarin appnya error ga bisa check in atau check out, abis di update bsknya mau check in ga bisa katanya blm check out dari tempat sblmnya. mana tampilan barunya beda bgt lagi sama yg sblmnya, malah pusing liatnya berubah drastis",,ngaco ini appnya kemarin appnya error tidak bisa check in atau check out abis di update bsknya mau check in tidak bisa katanya belum check out dari tempat sblmnya mana tampilan barunya beda bgt lagi sama yg sblmnya malah pusing liatnya berubah drastis
985,"tampilannya lbh bagus setelah update terbaru, tapi makin banyak issue mendasar yg bikin rusuh saat pemakaian. tidak bs otomatis checkout lg saat user berada di luar radius, tidak ada tombol checkout, loading makin lama, tidak bs keliatan lg kita sedang checkin dimana (mesti tap sana sini dulu). tolong kalo update itu ditest dulu, jgn makin update makin ribet pemakaiannya.",,tampilannya lbh bagus setelah update terbaru tapi makin banyak issue mendasar yg bikin rusuh saat pemakaian tidak bs otomatis checkout lg saat user berada di luar radius tidak ada tombol checkout loading makin lama tidak bs keliatan lg kita sedang checkin dimana mesti tap sana sini dulu tolong kalo update itu ditest dulu jangan makin update makin ribet pemakaiannya
986,"konsep dan desain bagus, tp belum stabil. functionality berubah². fitur check in/out sering tidak berfungsi.",,konsep dan desain bagus tp belum stabil functionality fitur check sering tidak berfungsi
987,error terossss,,error terossss
988,sangat bagus,,sangat bagus
989,"abis update ke versi terbaru 4.0.2 tampilannya jadi beda, lebih simpel dan praktis, tapi belom coba buat check in. good job semoga gaada error2 yang mengganggu🙌🏼",,abis update ke versi terbaru tampilannya jadi beda lebih simpel dan praktis tapi belom coba buat check in good job semoga gaada yang
990,maceet...ceklist term of condition.kagak jalaan....knp yaa peduli lindungi bermasalah melulu ? ? ?,,maceet ceklist term of jalaan yaa peduli lindungi bermasalah melulu
991,"update terbaru (tested oct 26, 2021); terus²an minta login...",,update terbaru tested oct minta login
992,tidak user friendly terutama untuk pembuatan e hac,,tidak user friendly terutama untuk pembuatan e hac
993,"ada bug disaat kita memilih ""more -> travel regulation"" setelah itu aplikasi langsung force close di android. semoga cepat ada update agar bug bisa fix.",,ada bug disaat kita memilih more travel regulation setelah itu aplikasi langsung force close di android semoga cepat ada update agar bug bisa fix
994,sangat buruk terutama sistem scannya dari kemarin saya ga bisa scan disitu bilangnya saya belum keluar dari tempat ini tapi saat saya mau check out juga tidak bisa malah terus muncul ke check in saat saya klik check in malah bilang saya masih ada ditempat ini hp saya memorinya tidak penuh jaringan juga bagus saya udah coba cara2 yg ada digoogle tapi sama sekali tidak bisa tolong lah diperbaiki lagi sudah tau banyak yg pakai tapi aplikasinya belum siap seperti ini mengecewakan,,sangat buruk terutama sistem scannya dari kemarin saya tidak bisa scan disitu bilangnya saya belum keluar dari tempat ini tapi saat saya mau check out juga tidak bisa malah terus muncul ke check in saat saya klik check in malah bilang saya masih ada ditempat ini hp saya memorinya tidak penuh jaringan juga bagus saya udah coba yg ada digoogle tapi sama sekali tidak bisa tolong lah diperbaiki lagi sudah tau banyak yg pakai tapi aplikasinya belum siap seperti ini mengecewakan
995,update yang baru tidak bisa scan qr code.. sdh di restart sama saja. dan peta lokasi tidak muncul sehingga tidak tahu apakah gps sudah sesuai dengan tempat yg akan kita masuki. edited...alhamdulillaah sdh langsung diperbaiki. mohon terus diimprove termasuk penggunaan battery. terima kasih.,,update yang baru tidak bisa scan qr sdh di restart sama saja dan peta lokasi tidak muncul sehingga tidak tahu apakah gps sudah sesuai dengan tempat yg akan kita masuki edited alhamdulillaah sdh langsung diperbaiki mohon terus diimprove termasuk penggunaan battery terimakasih kasih
996,"apaan dah ngga bisa mulu, padahal udah diupdate",,apaan dah tidak bisa mulu padahal udah diupdate
997,update terbaru tidak kelihatan map sehingga susah mengetahui zonanya,,update terbaru tidak kelihatan map sehingga susah mengetahui zonanya
998,sertifikat vaksin saya kok gk ada?gmn cara biar muncul?sudah dua kali vaksin loh saya,,sertifikat vaksin saya kok tidak ada gmn cara biar muncul sudah dua kali vaksin loh saya
999,banyak eror,,banyak error
1000,versi terbaru terdapat bug pada check in dan check out. versi lama lebih baik.,,versi terbaru terdapat bug pada check in dan check out versi lama lebih baik
1001,update nya malah selalu crash di hape saya. gabisa dipake,,update nya malah selalu crash di hape saya tidakbisa dipake
1002,"saya sudah di vaksin namun di aplikasi jni belum terdata, sertifikat pun belum tersedia. entah belum di input oleh nakes tempat sava vaksin atau bagaimana, yang jelas belum terintegrasi, saya sudah email tapi jawabnya hanya sedang proses. sudah dr sebulan yg lalu, lumayan lama ya, entah apa yg dikerjain. semoga bisa terselesaikan segera masalah ini",,saya sudah di vaksin namun di aplikasi jni belum terdata sertifikat pun belum tersedia entah belum di input oleh nakes tempat sava vaksin atau bagaimana yang jelas belum terintegrasi saya sudah email tapi jawabnya hanya sedang proses sudah dr sebulan yg lalu lumayan lama ya entah apa yg dikerjain semoga bisa terselesaikan segera masalah ini
1003,"aplikasi ini harus memberikan kita info paling baru,tapi gak diupdate terutama persyaratan perjalanan. hanya sekadar apk storan data vaksin dan test,bagusan disimpan poto hasil vaksin dan test",,aplikasi ini harus memberikan kita info paling baru tapi tidak diupdate terutama persyaratan perjalanan hanya sekadar apk storan data vaksin dan test bagusan disimpan poto hasil vaksin dan test
1004,aplikasimya crash terus ga mau check out keeps stopping,,aplikasimya crash terus tidak mau check out keeps stopping
1005,tolong aplikasi dibuat untuk semua tipe android. baik yg lama atau baru,,tolong aplikasi dibuat untuk semua tipe android baik yg lama atau baru
1006,ini kenapa ya? sejak kemarin saya ga bisa log in. sedangkan kalau mau masuk kantor harus pake peduli lindungi. lah trs gimana saya mau masuk kantor klo peduli lindungi nya saja eror dah 2 hari ini? 😭,,ini kenapa ya sejak kemarin saya tidak bisa log in sedangkan kalau mau masuk kantor harus pake peduli lindungi lah trs gimana saya mau masuk kantor klo peduli lindungi nya saja error dah hari ini
1007,the application cannot be opened after updating to the new version (4.0.2),,the application can not be opened after updating to the new version
1008,sering eror,,sering error
1009,tidak bisa untuk layar kecil...gak tampak tombol setujunya.,,tidak bisa untuk layar kecil tidak tampak tombol setujunya
1010,kurang akurat.. sdh 2 bulan vaksin kedua.. sertificate blm keluar... yg pertama jg 2 bln baru keluar...,,kurang sdh bulan vaksin sertificate belum keluar yg pertama jg belum baru keluar
1011,"sempat error tidak bisa login, tapi sekarang sudah kembali normal. mohon lebih ditingkatkan lagi",,sempat error tidak bisa login tapi sekarang sudah kembali normal mohon lebih ditingkatkan lagi
1012,"bad user experience, but +1 for simplified interface",,bad user experience but for simplified interface
1013,"kenapa setelah download, lalu klik syarat penggunaan dan kebijakan privasi, saya stuck disitu, solusi donk saya hrs gmn...",,kenapa setelah download lalu klik syarat penggunaan dan kebijakan privasi saya stuck disitu solusi donk saya hrs gmn
1014,tidak ada manfaat,,tidak ada manfaat
1015,"abis update malah jadi gak bisa dibuka nihh aplikasi,, force stop terus... payah!!!",,abis update malah jadi tidak bisa dibuka nihh aplikasi force stop terus payah
1016,"bad interface, not accessible to download the certificate",,bad interface not accessible to download the certificate
1017,"data tidak langsung terintegrasi. ini apps gimana ya, saya sudah dapat approval dari dan terverifikasi dari web: vaksinln.dto.kemenkes.go.id tapi setelah di buka apps nya. sertifikat saya masih belum ada. status masih merah. jadi gunanya apa tuh saya upload document sertifikasi tempat saya vaksin di luar negeri?",,data tidak langsung terintegrasi ini apps gimana ya saya sudah dapat approval dari dan terverifikasi dari web tapi setelah di buka apps nya sertifikat saya masih belum ada status masih merah jadi gunanya apa tuh saya upload document sertifikasi tempat saya vaksin di luar negeri
1018,good,,good
1019,knp gk bisa dibuka aplikasinya...,,kenapa tidak bisa dibuka aplikasinya
1020,"aplikasi sering gagal login, konsumsi baterai boros, tidak semua tempat tercover sinyal tertentu, tidak semua orang kondisi hpnya support dengan apikasi ini, tidak semua orang punya hp canggih. tolong perhatikan kekurangan warga. jangan buat aplikasi kapitalis",,aplikasi sering gagal login konsumsi baterai boros tidak semua tempat tercover sinyal tertentu tidak semua orang kondisi hpnya support dengan apikasi ini tidak semua orang punya hp canggih tolong perhatikan kekurangan warga jangan buat aplikasi kapitalis
1021,sertifikat vaksin tidak terlihat di aplikasi padahal sudah vaksinasi lengkap beberapa bulan lalu.,,sertifikat vaksin tidak terlihat di aplikasi padahal sudah vaksinasi lengkap beberapa bulan lalu
1022,maaf kak sudah saya donlod tapi susah dafar nya report trus,,maaf kak sudah saya donlod tapi susah dafar nya report trus
1023,"aplikasi bagus tapi menapa location(gps) harus selalu nyala yah? padahal kan bisa hanya ketika aplikasi nya nyala baru diaktifon location nya. bikin hp panas + boros batere nih --- 26/10/2021 --> blm ada respon, bintang sy turunin 1",,aplikasi bagus tapi menapa location gps harus selalu nyala yah padahal kan bisa hanya ketika aplikasi nya nyala baru diaktifon location nya bikin hp panas boros batere nih belum ada respon bintang sy turunin
1024,menyulitkan,,menyulitkan
1025,setelah update kenapa aplikasi ini justru harus login terus per 2 menit?.. kalau sebelumnya justru bagus..,,setelah update kenapa aplikasi ini justru harus login terus per menit kalau sebelumnya justru
1026,"tidak bisa scroll pada saat layar users term & privacy, ketika sudah tekan ceklis, tapi tombol agree tidak bisa di tekan.. tolong di perbaiki.. semua harus pakai aplikasi ini jika ingin bepergian, tapi mau masuk saja tidak bisa..",,tidak bisa scroll pada saat layar users term privacy ketika sudah tekan ceklis tapi tombol setuju tidak bisa di tolong di semua harus pakai aplikasi ini jika ingin bepergian tapi mau masuk saja tidak
1027,percuma di vaksin juga tetep aja hrs pcr/antigen tektek bengek lain nya udah tau rakyat kejepit eh negara malah bisnis covid mencekik rakyat,,percuma di vaksin juga tetep aja hrs tektek bengek lain nya udah tau rakyat kejepit eh negara malah bisnis covid mencekik rakyat
1028,jelek banget masa gak bisa masuk sih,,jelek banget masa tidak bisa masuk sih
1029,"pada bagian syarat penggunaan dan kebijakan privasi tidak bisa discroll, saya tidak bisa mengklik tombol ""saya setuju"" sehingga aplikasi tidak bisa digunakan",,pada bagian syarat penggunaan dan kebijakan privasi tidak bisa discroll saya tidak bisa mengklik tombol saya setuju sehingga aplikasi tidak bisa digunakan
1030,"always sucked every scan qr code, and after updated doesn't have login and failed to input phone number.",,always sucked every scan qr code and after updated does have login and failed to input phone number
1031,aplikasi sangat bermanfaat untuk berpergian kemana mana.,,aplikasi sangat bermanfaat untuk berpergian kemana mana
1032,aplikasinya kepotong waktu di check box menyetujui syarat dan ketentuan. nggak guna akhirnya.,,aplikasinya kepotong waktu di check box menyetujui syarat dan ketentuan tidak guna akhirnya
1033,"versi baru lebih baik, tingkatkan terus ya..",,versi baru lebih baik tingkatkan terus
