comment,processed,label_manual
force close check out gps mati,force close check out gps lenyap_hilang_mati,-1
tidak bisa masuk logout aplikasi telah centang kotak dengan tentu guna bijak privasi tidak gulir bawah dapat tombol tuju lanjut layar masalah dari telepon dari aplikasi saya saran untuk baik mungkin aplikasi guna atur,tak_tidak_kagak bisa_sanggup_dapat masuk_kena_turun_sampai logout operasi_aplikasi centang kotak tentu_tetap_positif manfaat_guna_bagi_fungsi_untuk_buat pintar_bijak privasi tak_tidak_kagak turun_gulir bisa_sanggup_dapat_terima tombol tuju layar telepon tentang_dari_sejak_semenjak_pada operasi_aplikasi komentar_saran ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak operasi_aplikasi manfaat_guna_bagi_fungsi_untuk_buat atur,-1
bagus,baik_bagus_keren,1
respons sangat lambat,respons payah_lama_lambat_lelet_idiot,-1
tidak bisa check in bilang luar area gps d nyala sudah coba tmpt mohon baik versi padahal tidak,tak_tidak_kagak bisa_sanggup_dapat check in bilang_beberapa asing_luar wilayah_tempat_area_daerah_zona gps d nyala_hidup kalau_coba_jika tmpt harap_minta_mohon ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak tipe_versi_cara_jenis tak_tidak_kagak,-1
sertifikat vaksin,surat_sertifikat vaksin,0
bagus,baik_bagus_keren,1
sertifikat tidak,surat_sertifikat tak_tidak_kagak,-1
banyak salah,meleset_cacat_salah_lupa,-1
kerja bagus baik baru,operasi_fungsi_kerja_aktivitas baik_bagus_keren ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak aktual_mutakhir_baru_segar,1
baru tidak tombol kirim tuju warga negara indonesia,aktual_mutakhir_baru_segar tak_tidak_kagak tombol kirim tuju anggota_anak_keluarga_warga_orang negeri_kampung_wilayah_daerah_dunia_negara_zona indonesia,-1
sertif vaksin tidak gambar sudah november sudah vaksin mei,sertif vaksin tak_tidak_kagak gambar november vaksin mei,-1
relatif manfaat izin usul aplikasi lebih bisa manfaat apabila integrasi pmi kait info catat donor darah donor recording donor darah donor bisa digital terimakasih,relatif manfaat_guna_untung_fungsi_arti izin dasar_usul_ide_saran operasi_aplikasi bisa_sanggup_dapat manfaat_guna_untung_fungsi_arti integrasi pmi kait info catat_tulis donor darah donor recording donor darah donor bisa_sanggup_dapat digital terimakasih,0
tombol tuju tidak lihat hape asus zenfone laser layar tidak bisa klik tuju masuk aplikasi sungguh buruk buah aplikasi buat uang rakyat silah baik maksimal tidak orang punya hape layar lebar jidat,tombol tuju tak_tidak_kagak tentang_pantau_lihat_temu_kunjung hape asus zenfone laser layar tak_tidak_kagak bisa_sanggup_dapat klik tuju masuk_kena_turun_sampai operasi_aplikasi sungguh_betul rusak_buruk_kasar_busuk_negatif_jelek_cacat buah_dampak_efek_hasil_potong_akibat operasi_aplikasi uang orang_rakyat silah ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak mentok_maksimal tak_tidak_kagak bangsa_orang_manusia hape layar lebar_bidang jidat,-1
guna tidak temu,manfaat_guna_bagi_fungsi_untuk_buat tak_tidak_kagak temu,-1
design app nya bagus tg yg ko mundur,design app nya baik_bagus_keren tg ko mundur_kembali_meleset,-1
aplikasi buruk tidak dukung,operasi_aplikasi rusak_buruk_kasar_busuk_negatif_jelek_cacat tak_tidak_kagak dukung_bawa,-1
tombol tuju potong tidak bisa klik tidak bisa login versi aplikasi software hp sudah versi baru,tombol tuju potong_buah tak_tidak_kagak bisa_sanggup_dapat klik tak_tidak_kagak bisa_sanggup_dapat login tipe_versi_cara_jenis operasi_aplikasi software hp tipe_versi_cara_jenis aktual_mutakhir_baru_segar,-1
saya stuck term and condition yg versi kemarin lbh baik,stuck nama_kata_istilah_kondisi_term and condition tipe_versi_cara_jenis kemarin lbh ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak,-1
tempo sertifikat caksin ada cek malah hilang harus masuk nik melulu cek tolong baik donk bugnya susah,saat_tempo_kali_ketika_masa surat_sertifikat caksin cek rugi_turun_habis_pergi_hilang_hapus_tanggal_pecah_mati_lenyap masuk_kena_turun_sampai nik cuma_hanya_melulu_saja cek tolong_bantu ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak donk bugnya berat_repot_sulit_payah_susah,-1
jelek,jelek,-1
oke,oke_ya,1
otp pakai no hp gagal pakai email otp tunggu jg tidak email yg tidak teknisi yg bisa baik tidak pegawai yg bisa baik buat bikin aplikasi,otp pakai no hp gagal_rusak_kalah pakai email otp tunggu jg tak_tidak_kagak email tak_tidak_kagak teknisi bisa_sanggup_dapat ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak tak_tidak_kagak pegawai bisa_sanggup_dapat ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak bikin operasi_aplikasi,-1
aplikasi customer service parah jawab tidak silah faskes silah klinik klinik faskes biasa tidak ada masalah letakny peduli lindung tidak terimakasih input solusi bisa kasih dbwh bintang akan sy beri bintan,operasi_aplikasi customer service berat_parah_payah_serius_sangat_keras tak_tidak_kagak silah faskes silah klinik klinik faskes tak_tidak_kagak problem_masalah letakny tahu_peduli lindung tak_tidak_kagak terimakasih input solusi bisa_sanggup_dapat bagi_cinta_sayang_beri_kasih_prihatin dbwh bintang sy bintan,-1
aplikasi dan layan langgan paling tidak guna,operasi_aplikasi layan langgan tak_tidak_kagak manfaat_guna_bagi_fungsi_untuk_buat,-1
tidak erti mungkin gagal unduh aplikasi tidak bisa lang jauh minta saya pilih asing lokal tetapi telah saya pilih terima syarat tidak dapat gulir masuk aplikasi daftar indonesia force untuk guna aplikasi tetapi aplikasi tidak fungsi,tak_tidak_kagak erti_arti gagal_rusak_kalah unduh operasi_aplikasi tak_tidak_kagak bisa_sanggup_dapat lang minta pilih asing_lain_aneh_luar_jauh dalam_lokal sudah_telah pilih terima term_syarat_kondisi tak_tidak_kagak turun_gulir masuk_kena_turun_sampai operasi_aplikasi jadwal_register_daftar indonesia force manfaat_guna_bagi_fungsi_untuk_buat operasi_aplikasi operasi_aplikasi tak_tidak_kagak tugas_fungsi_manfaat_guna,-1
gagal kali sesuatu gps telah hidup mati gps ribu kali tidak fungsi butuh baik maaf,gagal_rusak_kalah waktu_saat_ketika_kali gps hidup lenyap_hilang_mati gps ribu waktu_saat_ketika_kali tak_tidak_kagak tugas_fungsi_manfaat_guna butuh ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak maaf_ampun,-1
abis pencet tuju privacy policy trus tidak bisa tolong susah orang sekali,abis pencet tuju privacy policy trus tak_tidak_kagak bisa_sanggup_dapat tolong_bantu berat_repot_sulit_payah_susah bangsa_orang_manusia,-1
tolong ada salah input hasil tes sudah baik mohon status langsung ubah hijau hitam lama hal sangat rugi guna tidak bisa unjung fasum,tolong_bantu meleset_cacat_salah_lupa input hasil tes ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak harap_minta_mohon nama_status_kualitas_situasi_posisi_kelas langsung pindai_ubah_ganti_pindah hijau hitam_buruk kedaluwarsa_periode_tempo_lama_lambat_lelet hebat_betul_banyak_sekali_besar_payah_paling_sangat rugi_hilang_habis manfaat_guna_bagi_fungsi_untuk_buat tak_tidak_kagak bisa_sanggup_dapat unjung fasum,-1
udah vaksin dosis status,udah vaksin dosis nama_status_kualitas_situasi_posisi_kelas,1
gagal laku proses sulit guna kantor utk masuk kerja harus berulangkali laku bisa sukses terkadang bisa ubah gagal harus ulang padahal sudah sukses,gagal_rusak_kalah laku cara_mode_jalan_proses_operasi_sistem berat_repot_sulit_payah_serius_susah manfaat_guna_bagi_fungsi_untuk_buat kantor_gedung utk masuk_kena_turun_sampai operasi_fungsi_kerja_aktivitas berulangkali laku bisa_sanggup_dapat maju_sukses terkadang bisa_sanggup_dapat pindai_ubah_ganti_pindah gagal_rusak_kalah kembali_ulang habis_sudah_telah maju_sukses,-1
bagus,baik_bagus_keren,1
aplikasi rusak tidak bisa sertifikat vaksin,operasi_aplikasi rusak_buruk_busuk_gagal_cacat tak_tidak_kagak bisa_sanggup_dapat surat_sertifikat vaksin,-1
error aplikasi maintaince atuh,error operasi_aplikasi maintaince atuh,-1
buruk,rusak_buruk_kasar_busuk_negatif_jelek_cacat,-1
tidak login tutup otomatis,tak_tidak_kagak login tutup otomatis,-1
aplikasi bahkan tidak buka,operasi_aplikasi tak_tidak_kagak buka_aktif,-1
scan barcode suka error tidak bisa harus ulang,scan barcode mau_puas_suka error tak_tidak_kagak bisa_sanggup_dapat kembali_ulang,-1
mantap,percaya_aman_kuat_mantap,1
vaksin tp check in warna merah belum vaksin nik benar ada sertifikat jg,vaksin tp check in warga_warna_kelas merah vaksin nik lahir_tampil_hidup_sedia_ada_jadi_muncul surat_sertifikat jg,-1
aplikasi suka error lot,operasi_aplikasi mau_puas_suka error lot,-1
bagus,baik_bagus_keren,1
pernah sms utk download sertifikat namun sms link sertifikat hapus di aplikasi cuma muncul vaksin namun tak temu sertifikat tidak sinkron sms,sms utk download surat_sertifikat sms link surat_sertifikat lenyap_hapus_hilang operasi_aplikasi lahir_terbit_keluar_hidup_timbul_muncul vaksin tak_tidak temu surat_sertifikat tak_tidak_kagak sesuai_cocok_sinkron sms,-1
beberapa bahasa inggris nik terima angka nik keluar milik surat,kode_cara_bahasa inggris nik terima nomor_angka nik milik pesan_kartu_sertifikat_teks_surat,-1
nomor hp tidak bisa daftar pedulilindungi nik sudah regitrasi,nomor_angka hp tak_tidak_kagak bisa_sanggup_dapat jadwal_register_daftar pedulilindungi nik regitrasi,-1
terimakasih kasih atas umpan dari versi utama kena akses izin lokasi ui versi juga mudah guna,terimakasih bagi_cinta_sayang_beri_kasih_prihatin umpan tipe_versi_cara_jenis istimewa_utama_sempurna langsung_kena akses izin posisi_lokasi_tempat ui tipe_versi_cara_jenis sederhana_agar_gampang_mudah_ringan_lancar manfaat_guna_bagi_fungsi_untuk_buat,1
check in susah banget selalu luar radius lokasi aktif belum masuk mau check out susah ampun untuk aktif lokasi lokasi aktif,check in berat_repot_sulit_payah_susah sungguh_betul_sekali_banget_begitu_sangat asing_luar radius posisi_lokasi_tempat sibuk_dinamis_giat_rajin_aktif masuk_kena_turun_sampai check out berat_repot_sulit_payah_susah maaf_ampun sibuk_dinamis_giat_rajin_aktif posisi_lokasi_tempat posisi_lokasi_tempat sibuk_dinamis_giat_rajin_aktif,-1
loadingnya pas update tidak update udah doqnload mas gjls well,loadingnya betul_cocok_sedang_pas_kompatibel update tak_tidak_kagak update udah doqnload mas_uda gjls well,0
aplikasi bagus,operasi_aplikasi baik_bagus_keren,1
bagus,baik_bagus_keren,1
tampil lebih user friendly,tampil_maju user friendly,1
update lebih user friendly memudahkannutk cari fitur yg guna coba lihat jika error gps uodate lokasi akan lihat,update user friendly memudahkannutk cari fitur manfaat_guna_bagi_fungsi_untuk_buat kalau_coba_jika tentang_pantau_lihat_temu_kunjung error gps uodate posisi_lokasi_tempat tentang_pantau_lihat_temu_kunjung,1
sertifikat vaksin tidak padahal udah vaksin kali,surat_sertifikat vaksin tak_tidak_kagak udah vaksin waktu_saat_ketika_kali,-1
bagus mudah guna,baik_bagus_keren sederhana_agar_gampang_mudah_ringan_lancar manfaat_guna_bagi_fungsi_untuk_buat,1
tidak lihat sertifikat vaksin handphone,tak_tidak_kagak tentang_pantau_lihat_temu_kunjung surat_sertifikat vaksin handphone,-1
aneh,asing_aneh_absurd,-1
review hapus kenapa ya ini review asli bintang aplikasi tidak bisa buka muncul lokasi deteksi fakegps tidak nyala mock location disable coba dibenerin aplikasi gimana pakai buka aja tidak bisa,review lenyap_hapus_hilang sungguh_betul_ya_iya_oke review asli_anak bintang operasi_aplikasi tak_tidak_kagak bisa_sanggup_dapat buka_aktif lahir_terbit_keluar_hidup_timbul_muncul posisi_lokasi_tempat deteksi fakegps tak_tidak_kagak nyala_hidup mock location disable kalau_coba_jika dibenerin operasi_aplikasi gimana pakai buka_aktif aja tak_tidak_kagak bisa_sanggup_dapat,-1
sertifikat vaksin tidak bisa lihat sudah vaksinasi maret april,surat_sertifikat vaksin tak_tidak_kagak bisa_sanggup_dapat tentang_pantau_lihat_temu_kunjung vaksinasi maret april,-1
kadang aplikasi tidak kirim kode verifikasi login error isi ehac jenis kendara pilih ubah mobil,kadang_terkadang operasi_aplikasi tak_tidak_kagak kirim kode_tanda_etik tes_validasi_verifikasi_konfirmasi login error daya_isi ehac tipe_kategori_bangsa_jenis_rupa_keluarga_kelas kendara pilih pindai_ubah_ganti_pindah mobil,-1
nafsu,semangat_nafsu,0
bagus,baik_bagus_keren,1
setting date lain ribet lambat data tidak jaga sdh vaksin pakai pcr lg useless apps,setting date beda_asing_lain ribet payah_lama_lambat_lelet_idiot data_statistik_informasi_fakta_bukti tak_tidak_kagak sadar_bangun_jaga sdh vaksin pakai pcr lg useless apps,-1
tanya min android tidak bisa pakai pedulilindungi,min android tak_tidak_kagak bisa_sanggup_dapat pakai pedulilindungi,-1
vaksin sertif merah call center tidak bisa hubung trus gimana,vaksin sertif merah call center tak_tidak_kagak bisa_sanggup_dapat hubung trus gimana,-1
tampil trbaru simple lebih bagus scan gampang,tampil_maju trbaru simple baik_bagus_keren scan sederhana_gampang_mudah_ringan_lancar,1
sampah tidak bisa login dah baca ampe khatam tetep tidak bisa,sampah tak_tidak_kagak bisa_sanggup_dapat login dah baca ampe selesai_khatam_habis tetep tak_tidak_kagak bisa_sanggup_dapat,-1
mohon maaf belum nya hasil test pcr tidak muncul apk peduli lindung klinik sudah daftar lab nya pas cek kali alami macam belum nya saya tidak perna alami saya laku terbang selalu test pcr untuk kali kenapa tidak muncil apk peduli lindung sistem klinik nya dri sistem peduli lindung nya server kena inputan dari lab peduli lindung,harap_minta_mohon maaf_ampun nya hasil test pcr tak_tidak_kagak lahir_terbit_keluar_hidup_timbul_muncul apk tahu_peduli lindung klinik jadwal_register_daftar lab nya betul_cocok_sedang_pas_kompatibel cek waktu_saat_ketika_kali alami_wajar belum nya tak_tidak_kagak perna alami_wajar laku terbang test pcr waktu_saat_ketika_kali tak_tidak_kagak muncil apk tahu_peduli lindung sistem_orde klinik nya dri sistem_orde tahu_peduli lindung nya server langsung_kena inputan lab tahu_peduli lindung,-1
tidak bisa check out tidak bisa tpt tolong baik,tak_tidak_kagak bisa_sanggup_dapat check out tak_tidak_kagak bisa_sanggup_dapat tpt tolong_bantu ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak,-1
aplikasi buruk,operasi_aplikasi rusak_buruk_kasar_busuk_negatif_jelek_cacat,-1
tolong donk update bisa buka android terimakasih kasih,tolong_bantu donk update bisa_sanggup_dapat buka_aktif android terimakasih bagi_cinta_sayang_beri_kasih_prihatin,-1
gimana sih ya download versi aplikasi malah tidak bisa buka hp sy coba uninstall trus install ulang tetep stuck menu terms condition abis mental kembali layar home duh tau gin gausah update deh please response nya gimana hambat kerja ini aplikasi,gimana sih_si sungguh_betul_ya_iya_oke download tipe_versi_cara_jenis operasi_aplikasi tak_tidak_kagak bisa_sanggup_dapat buka_aktif hp sy kalau_coba_jika uninstall trus install kembali_ulang tetep stuck menu terms condition abis mental layar home duh tau gin gausah update deh please response nya gimana hambat operasi_fungsi_kerja_aktivitas operasi_aplikasi,-1
anda jalan latar saya,jalan situasi_latar,0
susah,berat_repot_sulit_payah_susah,-1
jelek aplikasi check in check out banyak error nya lemoott woiii,jelek operasi_aplikasi check in check out error nya lemoott woiii,-1
upeate nya banyak trouble,upeate nya trouble,-1
ngebug malah bikin kalau bisa aktif checkout otomatis nya jadi tidak check out manual,ngebug bikin bisa_sanggup_dapat sibuk_dinamis_giat_rajin_aktif checkout otomatis nya tak_tidak_kagak check out manual,-1
guna banyak dan,manfaat_guna_bagi_fungsi_untuk_buat lalu_dan_dengan_lagi,1
banyak bugs lokasi seringkali tidak akurat sebab tidak bisa check in masuk yang tuju,bugs posisi_lokasi_tempat seringkali tak_tidak_kagak akurat tak_tidak_kagak bisa_sanggup_dapat check in masuk_kena_turun_sampai tuju,-1
bagus,baik_bagus_keren,1
terimakasih info,terimakasih info,1
suweeee verifikasi laku,suweeee tes_validasi_verifikasi_konfirmasi laku,0
lot bener,lot bener,-1
coba unduh selalu jebak,kalau_coba_jika unduh jebak,-1
mulu aja tidak gua check in scan barcode silah tunggu speed gua kenceng gua check out gps meleset mulu tidak bisa check in check out jadi ui amat aman identitas dll kurang apa aplikasi,mulu aja tak_tidak_kagak gua check in scan barcode silah tunggu speed gua kenceng gua check out gps meleset mulu tak_tidak_kagak bisa_sanggup_dapat check in check out ui mantap_aman_selamat identitas_nama dll apa operasi_aplikasi,-1
bintang aplikasi macet layar splash terimakasih kasih tuhan izin lokasi baik,bintang operasi_aplikasi rusak_macet layar splash terimakasih bagi_cinta_sayang_beri_kasih_prihatin tuhan izin posisi_lokasi_tempat ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak,1
update data hilang jarus dr lagi,update data_statistik_informasi_fakta_bukti rugi_turun_habis_pergi_hilang_hapus_tanggal_pecah_mati_lenyap jarus dr,-1
apk peka,apk responsif_tanggap_peka,0
oke,oke_ya,1
tolong itu mudah,tolong_bantu sederhana_agar_gampang_mudah_ringan_lancar,-1
sertifikat tidak muncul,surat_sertifikat tak_tidak_kagak lahir_terbit_keluar_hidup_timbul_muncul,-1
top free paksa downloadnya,top_sempurna free paksa downloadnya,0
kalo udah login beda tidak logout tidak bisa login,kalo udah login beda_lain tak_tidak_kagak logout tak_tidak_kagak bisa_sanggup_dapat login,-1
aplikasi hebat,operasi_aplikasi hebat_istimewa_kuat_seru,1
sertifikat vaksin saya tidak muncul,surat_sertifikat vaksin tak_tidak_kagak lahir_terbit_keluar_hidup_timbul_muncul,-1
maaf aplikasi tidak bisa d buka ya,maaf_ampun operasi_aplikasi tak_tidak_kagak bisa_sanggup_dapat d buka_aktif sungguh_betul_ya_iya_oke,-1
checkout tempat error force close mohon cek,checkout error force close harap_minta_mohon cek,-1
nik kartu vaksin ktp beda registrasi vaksin guna copy ktp sekarang tidak bisa check in mall lokasi kerja masuk area mall,nik kartu_tiket_surat vaksin ktp beda_lain registrasi vaksin manfaat_guna_bagi_fungsi_untuk_buat copy ktp tak_tidak_kagak bisa_sanggup_dapat check in mall posisi_lokasi_tempat operasi_fungsi_kerja_aktivitas masuk_kena_turun_sampai wilayah_tempat_area_daerah_zona mall,-1
bantu mudah guna,angkat_bantu_beri_tolong_dukung sederhana_agar_gampang_mudah_ringan_lancar manfaat_guna_bagi_fungsi_untuk_buat,1
kode otp tunda saja kedaluwarsa sayang sudah vaksin aplikasi tidak data sistem sucks tulis layan langgan tidak dapat balas solusi pun,kode_tanda_etik otp tunda kedaluwarsa_lama sayang_cinta_kasih_suka vaksin operasi_aplikasi tak_tidak_kagak data_statistik_informasi_fakta_bukti sistem_orde sucks tulis_catat layan langgan tak_tidak_kagak balas solusi,-1
anak belum vaksinasi sertifikat vaksin untuk sinovac peduli lindung aman data apa dia tidak bisa daftar vaksin pfizernya ini telepon call center kali tidak tubuh dapat jawab dan solusi makna kecewa catat tidak jawab beberapa upaya,anak_budak_darah_anggota vaksinasi surat_sertifikat vaksin sinovac tahu_peduli lindung mantap_aman_selamat data_statistik_informasi_fakta_bukti dia tak_tidak_kagak bisa_sanggup_dapat jadwal_register_daftar vaksin pfizernya telepon call center waktu_saat_ketika_kali tak_tidak_kagak tubuh_badan solusi makna_maksud_arti_manfaat kesal_putus_kecewa catat_tulis tak_tidak_kagak balas_respons_jawab semua_beberapa cara_akal_daya_jalan_usaha_upaya_ikhtiar_tenaga,-1
aplikasi anzing,operasi_aplikasi anzing,0
dakjal haram yg saranin wajib dibully menuhinruangan,dakjal haram saranin tentu_wajib_mesti_tetap_harus_perlu dibully menuhinruangan,0
versi baru sudah lebih baik versi beberapa baik homescreen user profile flow user menu pisah wni dgn wna good job,tipe_versi_cara_jenis aktual_mutakhir_baru_segar lebih ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak tipe_versi_cara_jenis ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak homescreen user profile flow user menu pecah_pisah_putus wni dgn wna good job,1
tidak bisa login tampil awal tidak bisa,tak_tidak_kagak bisa_sanggup_dapat login tampil_maju tak_tidak_kagak bisa_sanggup_dapat,-1
salah data terus tidak bisa baca barcode masuk mall lokasi,meleset_cacat_salah_lupa data_statistik_informasi_fakta_bukti tak_tidak_kagak bisa_sanggup_dapat baca barcode masuk_kena_turun_sampai mall posisi_lokasi_tempat,-1
aplikasi paksa wajib pakai pelosok kampung lambat bahkan sampai tak bisa di akses,operasi_aplikasi paksa tentu_wajib_mesti_tetap_harus_perlu pakai pojok_pelosok negeri_kampung_wilayah_lama_daerah_zona payah_lama_lambat_lelet_idiot sampai tak_tidak bisa_sanggup_dapat akses,-1
aplikasi buruk pernah guna tutup jeda bug lama pindai kode batang aplikasi,operasi_aplikasi rusak_buruk_kasar_busuk_negatif_jelek_cacat manfaat_guna_bagi_fungsi_untuk_buat tutup jeda_masa bug kedaluwarsa_periode_tempo_lama_lambat_lelet pindai kode_tanda_etik batang operasi_aplikasi,-1
mau scan lokasi masuk gagal,scan posisi_lokasi_tempat masuk_kena_turun_sampai gagal_rusak_kalah,-1
regis keras tidak guna tidak tanggap,regis kuat_keras tak_tidak_kagak manfaat_guna_bagi_fungsi_untuk_buat tak_tidak_kagak responsif_tanggap_peka_paham,-1
tidak bisa login layar ui nya tidak uset friendly,tak_tidak_kagak bisa_sanggup_dapat login layar ui nya tak_tidak_kagak uset friendly,-1
tidak bisa d pakai d hp vivo,tak_tidak_kagak bisa_sanggup_dapat d pakai d hp vivo,-1
mudah belum,sederhana_agar_gampang_mudah_ringan_lancar,1
oke mayas ngeredin,oke_ya mayas ngeredin,0
aplikasi baru sebal coz tidak bisa pindai kode batang,operasi_aplikasi aktual_mutakhir_baru_segar kesal_langkah_jengkel_sebal coz tak_tidak_kagak bisa_sanggup_dapat pindai kode_tanda_etik batang,-1
sekali error akan scan qr code tempat dan lambat,error scan qr code lalu_dan_dengan_lagi payah_lama_lambat_lelet_idiot,-1
instal kali kali ttp aj tidak bisa buka samsung galaxy daftar doank abis aplikasi has stopped,instal waktu_saat_ketika_kali waktu_saat_ketika_kali ttp aj tak_tidak_kagak bisa_sanggup_dapat buka_aktif samsung galaxy jadwal_register_daftar doank abis operasi_aplikasi has stopped,-1
laman bijak privasi tidak bisa discroll sekali,laman pintar_bijak privasi tak_tidak_kagak bisa_sanggup_dapat discroll,-1
kali kali ganti gender udah save ttp aja muncul nya tidak sesuai vehicle type otomatis car ganti moda transportasi eh tidak bisa apa harus tulis car aja pesawat biar bisa submit ehac gender saya jadi tidak sesuai jg hadeh,waktu_saat_ketika_kali waktu_saat_ketika_kali ubah_ganti gender_kelamin udah save ttp aja lahir_terbit_keluar_hidup_timbul_muncul nya tak_tidak_kagak sinkron_cocok_sesuai vehicle type otomatis car ubah_ganti moda transportasi eh tak_tidak_kagak bisa_sanggup_dapat wajar_wajib_mesti_harus_perlu tulis_catat car aja pesawat biar bisa_sanggup_dapat submit ehac gender_kelamin selesai_beres_jadi tak_tidak_kagak sinkron_cocok_sesuai jg hadeh,-1
tampil bagus yg versi nya nyesel update versi,tampil_maju baik_bagus_keren tipe_versi_cara_jenis nya nyesel update tipe_versi_cara_jenis,0
aplikasi sampah pls baik ganggu,operasi_aplikasi sampah pls ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak ganggu_kacau,-1
aplikasi rugi salah perintah tidak input data masyarakat rugi tidak bisa krn data tidak di aplikasi sy mall tidak dibolehkn msk alsnnya data tidak di aplikasi pdhal sy sdh vaksin sertifikat sy email pdli lin tp smpi skrg data ttp lama data sy tidak diinput tugas lama sy tidak bisa,operasi_aplikasi rugi_hilang_habis meleset_cacat_salah_lupa tugas_order_perintah tak_tidak_kagak input data_statistik_informasi_fakta_bukti publik_masyarakat_bangsa_rakyat rugi_hilang_habis tak_tidak_kagak bisa_sanggup_dapat data_statistik_informasi_fakta_bukti tak_tidak_kagak operasi_aplikasi sy mall tak_tidak_kagak dibolehkn msk alsnnya data_statistik_informasi_fakta_bukti tak_tidak_kagak operasi_aplikasi pdhal sy sdh vaksin surat_sertifikat sy email pdli lin tp smpi skrg data_statistik_informasi_fakta_bukti ttp kedaluwarsa_periode_tempo_lama_lambat_lelet data_statistik_informasi_fakta_bukti sy tak_tidak_kagak diinput fungsi_beban_tugas_perintah kedaluwarsa_periode_tempo_lama_lambat_lelet sy tak_tidak_kagak bisa_sanggup_dapat,-1
sampah,sampah,-1
aplikasi perfect buat bisa mencaritahu zona yang kunjung aman tidak pedulilindungi sedia passport digital sertifikat vaksin registrasi vaksin saya rasa bantu aplikasi request saya sudah tangan updatenya hasil baik terimakasih pedulilindungi,operasi_aplikasi perfect bisa_sanggup_dapat mencaritahu wilayah_tempat_area_daerah_alam_zona kunjung_cepat_lekas_segera mantap_aman_selamat tak_tidak_kagak pedulilindungi selesai_sedia passport digital surat_sertifikat vaksin registrasi vaksin rasa angkat_bantu_beri_tolong_dukung operasi_aplikasi request habis_sudah_telah tangan updatenya hasil ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak terimakasih pedulilindungi,1
error aplikasi crash udah location restart hp aplikasi tidak ngaruh,error operasi_aplikasi crash udah location restart hp operasi_aplikasi tak_tidak_kagak ngaruh,-1
lokasi deteksi lambat,posisi_lokasi_tempat deteksi payah_lama_lambat_lelet_idiot,-1
kerja baik tidak lihat sertifikat vaksin itu bahwa saya sudah vaksinasi kali saya tidak lihat sertifikat harap baik,operasi_fungsi_kerja_aktivitas ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak tak_tidak_kagak tentang_pantau_lihat_temu_kunjung surat_sertifikat vaksin bahwa habis_sudah_telah vaksinasi waktu_saat_ketika_kali tak_tidak_kagak tentang_pantau_lihat_temu_kunjung surat_sertifikat mohon_minta_harap ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak,0
tidak bisa lihat tombol tuju,tak_tidak_kagak bisa_sanggup_dapat tentang_pantau_lihat_temu_kunjung tombol tuju,-1
sertifikat vaksin tidak bisa lihat input nik nama muncul tulis vaksin tapi tidak bisa continue saat klik sertifikat vaksin langsung arah page kosong sertifikat vaksin tidak bisa klik lagi,surat_sertifikat vaksin tak_tidak_kagak bisa_sanggup_dapat tentang_pantau_lihat_temu_kunjung input nik identitas_nama_kata_tanda_status lahir_terbit_keluar_hidup_timbul_muncul tulis_catat vaksin tak_tidak_kagak bisa_sanggup_dapat continue klik surat_sertifikat vaksin langsung arah_aspek_niat_hadap page kosong surat_sertifikat vaksin tak_tidak_kagak bisa_sanggup_dapat klik,-1
bagus,baik_bagus_keren,1
update malah tidak bisa buka after new application ca fix noted tidak orang milik financial beli handphone kejar android agar aplikasi bisa untuk sulit android yg,update tak_tidak_kagak bisa_sanggup_dapat buka_aktif after new application ca fix noted tak_tidak_kagak bangsa_orang_manusia milik financial bayar_beli handphone kejar android operasi_aplikasi bisa_sanggup_dapat berat_repot_sulit_payah_serius_susah android,-1
tidak muas,tak_tidak_kagak muas,-1
error tross gua masuk mall gimana,error tross gua masuk_kena_turun_sampai mall gimana,-1
fitur lengkap ada fitur utk hapus akun ada akun yg dobel app bisa guna utk keluarga tidak tiap anggota keluarga scan,fitur penuh_sempurna_besar_lengkap fitur utk lenyap_hapus_hilang akun akun dobel app bisa_sanggup_dapat manfaat_guna_bagi_fungsi_untuk_buat utk keluarga tak_tidak_kagak tangan_badan_anggota_anak_tubuh keluarga scan,-1
otp tidak kirim,otp tak_tidak_kagak kirim,-1
