id,id_processed
lama yg pakek aplikasi akan deteksi lacak heheheh saja pergi seru kayae,1
goodd,1
mantap tingkat mutu layan,1
aplikasi ada maju fungsi mesti,1
makasih pedulilindungi krn bantu pantau perkembngan covid,1
sulit laku,-1
aplikasi bantu,1
aplikasi yg bantu informasi,1
ndak aplikasi susah masuk mall,0
oke,1
bantu,1
bantu,1
bagus bantu,1
oke,1
bagus,1
tau yg resiko bisa sert fikat vaksinasi,1
bagus,1
bantu tingkat waspada ada tempat tuju,1
perlu peduli penting,1
mantap,1
oke,1
hp jalan lancar,1
tingkat utk sempurna,1
anak pasang aplikasi lindung pakai no telp kok ngakbisa alas no telp terdaftaf daftar bisa pake email kalo sms sertifikat sudah masuk terimakaaih,0
nusantara opt gagal kirim ganti angka nol terimakasih moga aplikasi dapat bantu putus sebar virus mati,0
sertifikat vaksin kga muncul,-1
smoga vaksin app jadi ladang sehat berkah,1
mantap,1
lumayan,1
aplikasi sangat untuk semua,1
mudah proses cek in,1
bantu,1
bantu,1
bagus,1
baik manfaat,1
mantab,1
oke,1
manfaat deteksi lokasi papar covid kita mengindari,1
terimakasih,1
isi tanggal lahir lelah,1
tau guna nya,1
lacak aman,1
okeh bisa masuk,1
bagus mantap aplikasi,1
bagus,1
baik bantu,1
bagus aplikasi nya,1
oke,1
mantap,1
oke,1
oke guna,1
aplikasi sangat bantu mengdapatkan sertifikat awal bingung pada saya hasil sertifikat vaksinya terimakasih kasih,1
bantu,1
bagus,1
tampil regristasi vaksin bisa regristasi vaksin keluarga istri anak bisa daftar ya untuk dapat vaksin,0
aplkasi mantaf masq pandemi,0
aplikasi mantap tanya ya daftar vaksin sdh dpt tiket lokasi faskes vaksin yg laku ya,0
istimewa,1
bantu,1
manfaat guna,1
mantab aman dach,1
baik tau daerah zona merah,1
manfaat,1
sertifikat vaksin belum,-1
goooooooood,1
mantap,1
oke,1
bagus,1
manfaat,1
bantu,1
oke bantu,1
bantu,1
keren,1
manfaat bantu utk kita ada zona aman zona merah,1
mantap,1
bagus,1
moga indonesia bisa baik,1
alhamdulillah puji gusti punya applikasi bisa bangga,1
bantu,1
bagus sangat manfaat,1
telah baharu aplk tidak bisa,1
bagus,1
baik,1
bantu info vaksin covid,1
oke,1
oke,1
bagus,1
cara hapus sertifikat vaksin mungkin vaksin salah input nomer telpon pake nomer telpon di akun jadi sangat mangganggu,0
oke bagus nice,1
oke,1
sy sdh sertifikat ko tidak muncul ya,-1
bantu,1
kerja baik,1
terimakasih kasih aplikasi nya,1
bisa msuk,1
mantap,1
bagus,1
okee,1
oke banget,1
vaksin x,0
bagus,1
baik,1
aplikasi lumayan lertama kali menit lngsung hasil,1
baik,1
aplikasi bagus cegah interaksi sebar covid,1
penting semu,1
okehhh,1
bagus,1
moga manfaat mari dukung,1
baik deteksi area yg papar,1
bagus,1
alhamdulillah moga semua lindung segala sakit salam sehat aamiin,1
manfaat u cek sertifikat terimakasih,1
bagussss,1
bantu,1
goodjob bantu,1
kalau bisa peta meping zona merah biar bisa yg masuk zona merah terimakasih,0
presisi,1
bagus lgs bisa cek vaksin,1
moga manfaat,1
bantu,1
penting pergi,1
maaf kalau selalu terang tidak komeksi internet signal ok mohon bantu,-1
bagus dan bantu,1
aplikasi dapat bantu sadar masyarakat perlu untung,1
oke,1
bagus,1
tes coba,1
bantu yuk saling peduli lindung bumi moga sehat,1
aplikasi fungsi baik guna sangat ramah,1
mantab,1
ba,1
bantu,1
ok bantu banget,1
simple tidak ribet kertas kluarin kartu tunjukin,1
kerja,1
bagus,1
mantap,1
udah vaksin,1
bagus,1
mantap,1
bagus,1
manfaat,1
manfaat,1
bantu,1
bagus mudah guna,1
oke,1
bagus,1
oke,1
oke mantap,1
bantu,1
oke,1
moga manfaat manusia,1
minta tolong ada kendala sertipikat vaksin belum bantu,-1
bantu kita ke luar kota naik pesawat,1
apk sangat bagus,1
aplikasi yg bantu,1
bantu,1
lebih baik jangan kalah app yg tidak yg di playstore,0
akses vaksin tidak padahal data masuk sudah du vaksin,-1
suka aplikasi,1
bantu,1
ok dukung,1
usaha bagus,1
oke mantap,1
terimakasih kasih ya,1
baik,1
bantu dan aplikasi sangat mudah guna,1
manfaat,1
bagus,1
tidak bisa buka sertifikat vaksin,-1
bantu,1
id,0
bagus bantu,1
bagus,1
bagus,1
manfaat,1
sy sdh vaksin x tp card nya nya tidak muncul tolong sy cetak kartu nya terimakasih kasih,-1
tgl sudah vaksin ko tidak sms masuk jadwal vaksin di aplikasi sertifikat nya di bantu,-1
simple praktis,1
bagus dn bantu,1
bagus,1
terimakasih,1
bagus,1
mudah lihat,1
bermangfaat ini aplikasi nya peduli lindungu,1
puas,1
bagus,1
deteksi mall bagus,1
bagus,1
ikhtiar moga maksimal tawakal,0
terimakasih kasih,1
bantu,1
terimakasih dgn pedulilindungi ini bisa waspada,1
telah update tidak bisa lihat sertifukat vaksin nya,-1
oke,1
pedulilindungi efektif memberika informasi berita daerah warna zonasi pedulilindungi filter bagi yg di vaksin dapat akses dapat leluasa beraktifitas akan sebar covid,1
mantap,1
masuk kondisional,0
tidak bisa buka,-1
mantap,1
bantu,1
puas,1
mantap,1
mantap,1
indonesia,0
mudah guna,1
bantu memgetahui situasi,1
bagus bantu,1
bantu,1
baru download aplikasi ketika login pemberitahuan sesi telah habis mohon login ulang mohon baik saya susah masuk tempat kalau tidak dapat login aplikasi pedulilindung,-1
masuk kali bahkan menit kode terima dari orang kumpul lobi tidak bisa masuk terimakasih kasih buat buang menit mungkin dari kami baik baik ini,-1
aplikasi aneh butuh ke logout pas login otpnya banget nyampe menit keluar pas diinput tidak valid kalo tau aplikasi tolong prioritas maintenance nya wajib pake apps tapi appsnya jelek apps anggar negara kayak gin payah,-1
tiap update log in sekarang log in pakai tidak masuk gimana dah ya,-1
error yah kak session abis paksa login ulang otp kirim session nyangkut kali paksa tunggu jam,-1
gimana si guna angkut verify otp fail pas coba malah suruh coba jam gimana sedang semua halte suruh scan barcode,-1
salah,-1
alam buruk otp tidak kirim kali akhir terima tetapi waktu sesi coba masuk lagi larang jam freakines sakit guna magang kembang aplikasi anda perintah serakah,-1
main unduh tidak tidak tidak bisa login aplikasi ambil oleout,-1
diksh menit masa laku sms otpnya pas log in ulang abis update versi aplikasi tapi smsnya nyampe lbh dr menit coba bahkan tidak sms otp please deh ngeselin ampe skrg bisa log in lg,-1
bandara app nya tidak bisa pakai ken kasar coba ulang kali kunci,-1
update app nya susah akses tibatiba logout verifikasi ulang sekali,-1
versi udah oke nyesel diupdate jd susah login abis login sesi udh abis verifikasi nomor sama parah banget lagnya turun kualitas banget tidak bisa masuk aplikasi tidak pakai aplikasi,-1
punya log out minta kode otp tidak kirim mana ngantri halte,-1
diupdate tidak bisa guna aplikasi diinstall ulang saja stak form tuju syarat tentu cepat baik sampai tunggu hari akan ubah bintang sudah normal terimakasih,-1
tidak bisa login sudah isi kode otp sesuai sms request tidak masuk jam lalu mohon segera baik ini untuk pergi guna ecek hasil tes,-1
update bagus tp songong banget sih bapak gua gitu malah tidak bisa log in kalo niat bikin aplikasi tuh yg benerr bikin susah warga aja aplagi yg krja di pabrik hari scan trus gimana ni anjirr anjir nyesel gua update anjiirrr benerin dah tuh aplikasi bikin resah doang gemees gue benerin yg bener,-1
updatenya bikin login susah kode otp bgt kirim,-1
aplikasi gagal qc harus mudah sulit usernya which tidak orang punya smartphone compitable aplikasi jadi aplikasi wajib mostly common place jujur aplikasi baik tuju baik tapi masalah development nya masih banyak baik upgrade moga developer bisa baik cacat thankyou,-1
server dibenarin ngurus masak anak magang melulu kelas app guna nasional kog kaya sampah logout login susah bener otp tidak bilang salahin sinyal user lancar server tuh malu malu cs kaga yang kalau tidak robot ya anak payah,-1
parah aplikasi error jangan diwajibin pakai aplikasi kalau aplikasi nya masih butut susah org,-1
logout tidak bisa login,-1
aplikasi bagus bantu saring orang sudah vaksin,1
