comment,id,en,id_processed,en_processed,label_manual,svm_id,svm_en
"gile lu ndro, masa kaga mau nge scan ini apps sekarang. buang buang waktu gw ajh depan gate. udh di restart hp kaga mempan","gile lu ndro, masa kaga mau nge scan ini apps sekarang. buang buang waktu gw ajh depan gate. udh di restart hp kaga mempan","gile lu ndro, if you want to scan this apps now. dispose of wasting my time ajh in front of the gate. udh restarted hp kaga effects",,,-1,,
"setelah update terakhir jadi lol, lemot, masih lebih baik yang lama. mohon segera diperbaiki","setelah update terakhir jadi lol, lemot, masih lebih baik yang lama. mohon segera diperbaiki","after the last update became lol, slow, still better old. please repair it soon",,,0,,
aplikasi sering error,aplikasi sering error,applications often error,,,-1,,
"kalau mau diimplementasi ke transjakarta, mohon di relook lagi ya kinerja app nya bs cepat atau ga. sering banget harus ketinggalan busway demi check in dlu ke tj, checkin juga gagal terus karna app lama dan qr nya jg gabisa ke scan","kalau mau diimplementasi ke transjakarta, mohon di relook lagi ya kinerja app nya bs cepat atau ga. sering banget harus ketinggalan busway demi check in dlu ke tj, checkin juga gagal terus karna app lama dan qr nya jg gabisa ke scan","if you want to implement it to transjakarta, please do it again, the performance of the app is fast or ga. it often has to miss the busway for check in dlu to tj, checkin also fails to continue because of the old app and the qr is also gabisa to scan",,,-1,,
nyusahin.,nyusahin.,hook.,,,-1,,
"setelah diupdate, malah lama connect ke servernya","setelah diupdate, malah lama connect ke servernya","after updating, instead of connecting to the server",,,-1,,
"informasi yg saya input kenapa bisa berubah ya? app ini sangat amat tidak bisa diandalkan. pertama: sudah jelas verifikasi nama dan nik keluar perempuan eh di summary jadi laki-laki. ga hanya itu, opsi airplane dan detailnya sudah diisi lengkap berkali2 jadi car dan jam penerbangan jg berubah terus. saya coba 30menit edit, ga bisa2. wtf. gmn mau bener ini tracking covid kalau aplikasi yg dipakai aja ga siap???!!! kebanyakan dikorupsi anggarannya jadi aplikasi sampah aja","informasi yg saya input kenapa bisa berubah ya? app ini sangat amat tidak bisa diandalkan. pertama: sudah jelas verifikasi nama dan nik keluar perempuan eh di summary jadi laki-laki. ga hanya itu, opsi airplane dan detailnya sudah diisi lengkap berkali2 jadi car dan jam penerbangan jg berubah terus. saya coba 30menit edit, ga bisa2. wtf. gmn mau bener ini tracking covid kalau aplikasi yg dipakai aja ga siap???!!! kebanyakan dikorupsi anggarannya jadi aplikasi sampah aja","information that i input why can you change huh? this app is very very unreliable. first: it is clear to verify the name and nik out of women eh in the summary becomes a man. not only that, the airplane option and the details have been filled with completely many cars and flight hours change. i tried 30 minutes to edit, can't. wtf. what do you want to trace this covid tracking if the application used is not ready ??? !!! mostly corrupted by the budget is just a garbage application",,,-1,,
"broken, whoever program this app update should be re-think their poor life choices.","rusak, siapa pun yang memprogram pembaruan aplikasi ini harus memikirkan kembali pilihan hidup mereka yang buruk.","broken, whoever program this app update should be re-think their poor life choices.",,,-1,,
"nama lengkap selalu dibilang tidak valid, lokasi harus selalu menyala, tidak ada opsi untuk langsung mengajukan data atau informasi bahwa saya sudah divaksin versi terbaru opsi untuk cek zonasi dihilangkan, mempersulit check in karena ""di luar radius""","nama lengkap selalu dibilang tidak valid, lokasi harus selalu menyala, tidak ada opsi untuk langsung mengajukan data atau informasi bahwa saya sudah divaksin versi terbaru opsi untuk cek zonasi dihilangkan, mempersulit check in karena ""di luar radius""","the full name is always not valid, the location must always turn on, there is no option to directly apply for data or information that i have vaccinated the latest version of the option to check zonation is removed, making it difficult to check in because ""outside the radius""",,,-1,,
"butuh waktu yang cukup untuk koneksi hasil pcr,","butuh waktu yang cukup untuk koneksi hasil pcr,","it took enough time for pcr connections,",,,0,,
"problem fixed after reinstalling the app and log in again (after the latest update, i can't get my e-hac right. it changes to travel by car when i type travel by airplane in the form). do not expect any support from developer, just do this if you have the same problem","masalah diperbaiki setelah menginstal ulang aplikasi dan masuk lagi (setelah pembaruan terbaru, saya tidak bisa mendapatkan e-hac saya benar. itu berubah untuk bepergian dengan mobil ketika saya mengetik perjalanan dengan pesawat dalam formulir. jangan mengharapkan dukungan dari pengembang, lakukan saja jika anda memiliki masalah yang sama","problem fixed after reinstalling the app and log in again (after the latest update, i can't get my e-hac right. it changes to travel by car when i type travel by airplane in the form). do not expect any support from developer, just do this if you have the same problem",,,0,,
tolong kembalikan fitur log out tanpa scan barcode segera,tolong kembalikan fitur log out tanpa scan barcode segera,please restore the log out feature without scan barcode immediately,,,-1,,
"tolong developernya jitak, data masyarakat yang udah vaksin dulu sertifikatnya kemana sekarang? kok ga ada? ilang apa gimana?","tolong developernya jitak, data masyarakat yang udah vaksin dulu sertifikatnya kemana sekarang? kok ga ada? ilang apa gimana?","please developer jitak, the community data that has been a vaccine where is the certificate now? how come there isn't there? what do you do?",,,-1,,
"sudah instal, mau daftar cek list syarat dan ketentuan, stlh itu ngeblang, tidak ada respon","sudah instal, mau daftar cek list syarat dan ketentuan, stlh itu ngeblang, tidak ada respon","already installed, want to check the list of terms and conditions, stlh it lists, there is no response",,,0,,
"why can't i fill the birthday date colloum ? i've tried many times but it didn't work ! i've unistall and install it again, but it still didn't work !! do you have any solution for it ? it makes me annoying and frustating !!!!!!!!!!!!!!!","mengapa saya tidak bisa mengisi kolom tanggal ulang tahun? saya sudah mencoba berkali-kali tetapi itu tidak berhasil! saya sudah tidak menyalakan dan menginstalnya lagi, tetapi masih tidak berhasil !! apakah anda memiliki solusi untuk itu? itu membuat saya menjengkelkan dan frustasi !!!!!!!!!!!!!!!","why can't i fill the birthday date colloum ? i've tried many times but it didn't work ! i've unistall and install it again, but it still didn't work !! do you have any solution for it ? it makes me annoying and frustating !!!!!!!!!!!!!!!",,,-1,,
"government/authorities should be the ones who ""scan"" our health status before enter the building, not the other way around. (?)","pemerintah / otoritas harus menjadi orang-orang yang ""memindai"" status kesehatan kami sebelum memasuki gedung, bukan sebaliknya. (?)","government/authorities should be the ones who ""scan"" our health status before enter the building, not the other way around. (?)",,,0,,
"aplikasi sampah, banyak bug","aplikasi sampah, banyak bug","junk application, lots of bugs",,,-1,,
good job for live,pekerjaan bagus untuk hidup,good job for live,,,1,,
update pada hp infinix saya tidak mengubah apapun. tolong di periksa lagi. thank you,update pada hp infinix saya tidak mengubah apapun. tolong di periksa lagi. thank you,update on the infinix cellphone i didn't change anything. check again. thank you.,,,0,,
"data vaksinasi saya belum idak terupdate. saat saya masukkan nik saya,dan nama malah dibilang tidak terdftar. semnatraa saya sudha punya sertifikat vaksin dari rs y saya lakukan vaksin. kenapa di aplikasi malah munculnya nama org lain. tlong diperbaiki lah sistemnya. harusnya ambil dari dukcapil, datanya dan jgn di salah gunakan dong. saya sudah hubungi 119 dan email ke sertifikat peduli lindungi. tapi tidak ada respon. nomer ekstension selalu sibuk, jam berapa pun di telpon tetap tidak ada.","data vaksinasi saya belum idak terupdate. saat saya masukkan nik saya,dan nama malah dibilang tidak terdftar. semnatraa saya sudha punya sertifikat vaksin dari rs y saya lakukan vaksin. kenapa di aplikasi malah munculnya nama org lain. tlong diperbaiki lah sistemnya. harusnya ambil dari dukcapil, datanya dan jgn di salah gunakan dong. saya sudah hubungi 119 dan email ke sertifikat peduli lindungi. tapi tidak ada respon. nomer ekstension selalu sibuk, jam berapa pun di telpon tetap tidak ada.","my vaccination data is not yet updated. when i put my nik, and the name was even said not to be left. semnatraa i sudha has a vaccine certificate from rs y i do vaccines. why in the application even the appearance of other people's names. tlong is repaired. should take it from dukcapil, the data and don't use it wrong. i've contacted 119 and emailed the certificate to protect. but there is no response. extension numbers are always busy, whatever time on the phone still does not exist.",,,-1,,
aplikasinya sudah bagus. mungkin bisa ditambahkan dark mode agar lebih nyaman di mata. terima kasih atas kerja kerasnya. salam.,aplikasinya sudah bagus. mungkin bisa ditambahkan dark mode agar lebih nyaman di mata. terima kasih atas kerja kerasnya. salam.,the application is good. may be added to dark mode to be more comfortable in the eye. thank you for the hard work. regards.,,,1,,
repot,repot,troubled,,,-1,,
sorry to say gunanya aplikasi ini tuh apa sih ... udah gak uptodate ngisi tanggal lair aja mustii mundurr jauhhh gimana sih kok gak canggih ..rugii rugiii,sorry to say gunanya aplikasi ini tuh apa sih ... udah gak uptodate ngisi tanggal lair aja mustii mundurr jauhhh gimana sih kok gak canggih ..rugii rugiii,"sorry to say what is the point of this application ... it's not uptodate to fill out the date of laz just must be a retreat, how come it's not sophisticated ..rugii lossii",,,-1,,
malfunction aka error,kerusakan alias error.,malfunction aka error,,,-1,,
"bagus, simple, mudah digunakan","bagus, simple, mudah digunakan","nice, simple, easy to use",,,1,,
kagak bisa dipakai sama sekali..alasannya lokasi dari lokasi buatan.. uninstal..instal...sama aja..,kagak bisa dipakai sama sekali..alasannya lokasi dari lokasi buatan.. uninstal..instal...sama aja..,can't be used at all ... the reason for the location of the location is made ... uninstall ... just ... just ...,,,-1,,
problem loading,memuat masalah,problem loading,,,-1,,
"overall great, some issue can't scroll on little screen when first time after chose language, ex. in samsung j series","secara keseluruhan bagus, beberapa masalah tidak dapat menggulir sedikit layar ketika pertama kali setelah memilih bahasa, mis. dalam samsung j series","overall great, some issue can't scroll on little screen when first time after chose language, ex. in samsung j series",,,0,,
"setelah update, e-sertifikat vaksin hilang semua. hasil kerja asn sampah. tidak kompeten","setelah update, e-sertifikat vaksin hilang semua. hasil kerja asn sampah. tidak kompeten","after the update, the e-vaccine certificate is missing all. the results of the work of asn waste. incompetent",,,-1,,
data bertentangan satu sama lain,data terhadap satu sama lain,data against each other,,,0,,
"worst apps ever made every time i tried to check in,it's always shows scan qr code away from the radius (gps already activate beforehand) better fix this simple problem asap..","aplikasi terburuk yang pernah dibuat setiap kali saya mencoba untuk check-in, itu selalu menunjukkan memindai kode qr dari jari-jari (gps sudah aktif sebelumnya) lebih baik memperbaiki masalah sederhana ini ..","worst apps ever made every time i tried to check in,it's always shows scan qr code away from the radius (gps already activate beforehand) better fix this simple problem asap..",,,-1,,
"status saya di aplikasi ini selalu merah, padahal sudah vaksin 2 kali, tidak ada kontak erat (serumah semua hijau), juga tidak pernah kena covid. tidak ada kontak yg bisa dihubungi untuk menyelesaikan maaalah ini. akibatnya saya selalu ditolak masuk ke fasilitas publik. benar-benar merugikan, pengembang tidak memberikan informasi yang jelas ttg bagaimana cara mendapatkan bantuan untuk hal ini. sudah mengirimkan email juga tidak ada tanggapan. mengesalkan.","status saya di aplikasi ini selalu merah, padahal sudah vaksin 2 kali, tidak ada kontak erat (serumah semua hijau), juga tidak pernah kena covid. tidak ada kontak yg bisa dihubungi untuk menyelesaikan maaalah ini. akibatnya saya selalu ditolak masuk ke fasilitas publik. benar-benar merugikan, pengembang tidak memberikan informasi yang jelas ttg bagaimana cara mendapatkan bantuan untuk hal ini. sudah mengirimkan email juga tidak ada tanggapan. mengesalkan.","my status in this application is always red, even though the vaccine is 2 times, there is no close contact (all green houses), also never get covid. there is no contact that can be contacted to complete this maaalah. as a result, i have always been rejected into public facilities. really detrimental, the developer does not provide information that is clear about how to get help for this. already sent an email also no response. peeve.",,,-1,,
ini urgen kenapa aplikasi ini tidak sepenuhnya full layar jadi pas mau daftar tidak bisa login karena sebagian layar yang harus dipencet tidak ada... masa gitu atuh neng,ini urgen kenapa aplikasi ini tidak sepenuhnya full layar jadi pas mau daftar tidak bisa login karena sebagian layar yang harus dipencet tidak ada... masa gitu atuh neng,this urgent why this application is not fully full screen so when you want the list can't login because some of the screens that have to be pressed are not there ... that time it sees neng,,,-1,,
bapuk,menyergap,bust,,,0,,
aplikasi asw,app asw.,asw app,,,0,,
"tidak bisa lihat sertifikat vaksin, selalu disuruh masukkan nik sama nama berulang-ulang","tidak bisa lihat sertifikat vaksin, selalu disuruh masukkan nik sama nama berulang-ulang","can't see the vaccine certificate, always told to enter the nik with the name repetitive",,,-1,,
good job,kerja yang baik,good job,,,1,,
"this app isn't usable as a tourist or anyone who doesn't have an indonesian id - neither covid vaccines you have from abroad nor covid tests can be logged in the app, rendering it completely useless. this wouldn't be so much of a problem, but most places like airports or restaurants require this app to be used or otherwise impose a lot of hassle. at least they have started supporting english with the latest update.","aplikasi ini tidak dapat digunakan sebagai turis atau siapa saja yang tidak memiliki id indonesia - tidak ada vaksin covid yang anda miliki dari luar negeri atau uji covid dapat dicatat dalam aplikasi, membuatnya benar-benar tidak berguna. ini tidak akan begitu masalah, tetapi sebagian besar tempat seperti bandara atau restoran memerlukan aplikasi ini untuk digunakan atau memaksakan banyak kerumitan. setidaknya mereka sudah mulai mendukung bahasa inggris dengan pembaruan terbaru.","this app isn't usable as a tourist or anyone who doesn't have an indonesian id - neither covid vaccines you have from abroad nor covid tests can be logged in the app, rendering it completely useless. this wouldn't be so much of a problem, but most places like airports or restaurants require this app to be used or otherwise impose a lot of hassle. at least they have started supporting english with the latest update.",,,0,,
wew tidak bisa di pakai di hp root-ed,wew tidak bisa di pakai di hp root-ed,wew can't be used on the cellphone root-ed,,,-1,,
mudah,mudah,easy,,,1,,
ga bisa log in,ga dapat masuk,ga can log in,,,-1,,
force close kalau check out saat gps mati,force close kalau check out saat gps mati,force close if check out when gps off,,,-1,,
"i cannot login again after logout from the application. after ticking a small box by acknowledging the terms of use and privacy policy, i cannot scroll down to get the button of ""i agree"" in order to continue to the next display. the problem is not from the phone but from your application. i suggest you to repair it as soon as possible since the application is using regularly.","saya tidak bisa masuk lagi setelah logout dari aplikasi. setelah mencentang kotak kecil dengan mengakui ketentuan penggunaan dan kebijakan privasi, saya tidak dapat menggulir ke bawah untuk mendapatkan tombol ""saya setuju"" untuk melanjutkan ke layar berikutnya. masalahnya bukan dari telepon tetapi dari aplikasi anda. saya sarankan anda untuk memperbaikinya sesegera mungkin karena aplikasi menggunakan secara teratur.","i cannot login again after logout from the application. after ticking a small box by acknowledging the terms of use and privacy policy, i cannot scroll down to get the button of ""i agree"" in order to continue to the next display. the problem is not from the phone but from your application. i suggest you to repair it as soon as possible since the application is using regularly.",,,-1,,
good,bagus,good,,,1,,
very slow response...,respons yang sangat lambat ...,very slow response...,,,-1,,
"tidak bisa check in bilangnya diluar area, padahal gps sudah d nyalakan dan sudah coba beberapa tmpt, mohon diperbaiki. versi lama padahal tidak masalah.","tidak bisa check in bilangnya diluar area, padahal gps sudah d nyalakan dan sudah coba beberapa tmpt, mohon diperbaiki. versi lama padahal tidak masalah.","can't check in to say it's outside the area, even though the gps has turned it on and tried some tmpt, please repair it. old version even though it doesn't matter.",,,-1,,
sertifikat vaksinnya mana ?,sertifikat vaksinnya mana ?,which vaccine certificate?,,,-1,,
good,bagus,good,,,1,,
sertifikat tidak ada,sertifikat tidak ada,no certificate,,,-1,,
to many error,ke banyak kesalahan,to many error,,,-1,,
"good job, better after updates.","pekerjaan bagus, lebih baik setelah pembaruan.","good job, better after updates.",,,1,,
"after update, there is no submit button agree as indonesian citizen.","setelah pembaruan, tidak ada tombol kirim yang setuju sebagai warga negara indonesia.","after update, there is no submit button agree as indonesian citizen.",,,-1,,
"sertif vaksin ga keluar2 gambarnya, sekarang sudah mau november, padahal sudah vaksin dari mei","sertif vaksin ga keluar2 gambarnya, sekarang sudah mau november, padahal sudah vaksin dari mei","the vaccine is not out of the picture, now you want november, even though it's a vaccine from may",,,-1,,
"relatif bermanfaat. izin mengusulkan agar aplikasi ini lebih bisa dimanfaatkan, bagaimana apabila diintegrasikan dengan pmi berkaitan info dan catatan donor darah pendonor agar recording donor darah oleh pendonor bisa melalui digital juga. terimakasih","relatif bermanfaat. izin mengusulkan agar aplikasi ini lebih bisa dimanfaatkan, bagaimana apabila diintegrasikan dengan pmi berkaitan info dan catatan donor darah pendonor agar recording donor darah oleh pendonor bisa melalui digital juga. terimakasih","relatively useful. permit proposes so that this application can be more utilized, how if it is integrated with pmi related to info and donor donor records so that blood donor recording by donors can be through digital. thank you",,,0,,
"tombol ""saya setuju"" tidak terlihat di hape asus zenfone 2 laser, layar 16:9, jadinya tidak bisa diklik saya setuju buat masuk aplikasi. sungguh buruk untuk sebuah aplikasi yang dibuat dari uang rakyat. silahkan diperbaiki atau dimaksimalkan. gak semua orang sama punya hape layar selebar jidat.","tombol ""saya setuju"" tidak terlihat di hape asus zenfone 2 laser, layar 16:9, jadinya tidak bisa diklik saya setuju buat masuk aplikasi. sungguh buruk untuk sebuah aplikasi yang dibuat dari uang rakyat. silahkan diperbaiki atau dimaksimalkan. gak semua orang sama punya hape layar selebar jidat.","the ""i agree"" button is not visible on the asus zenfone 2 laser cellphone, screen 16: 9, it cannot be clicked on i agree to enter the application. it's really bad for an application made from public money. please repair or be maximized. not everyone has the same cell phone for the forehead wide screen.",,,-1,,
user not found,pengguna tidak ditemukan,user not found,,,-1,,
design app nya bagusan tg dulu.. yg sekarang payah.. ko kemunduran?,design app nya bagusan tg dulu.. yg sekarang payah.. ko kemunduran?,the app's design is for the first ... the right now ... how come the setback?,,,-1,,
bad app no support,aplikasi buruk tidak dukungan,bad app no support,,,-1,,
tombol "setuju" terpotong sehingga tidak bisa di klik dan tidak bisa login. padahal versi aplikasi sudah terbaru dan software hp juga sudah versi terbaru.,tombol "setuju" terpotong sehingga tidak bisa di klik dan tidak bisa login. padahal versi aplikasi sudah terbaru dan software hp juga sudah versi terbaru.,the "agree" button is cut so it cannot be clicked and cannot log in. even though the latest version of the application and the hp software has also been the latest version.,,,-1,,
ini saya stuck di term and condition. yg versi kemarin jauh lbh baik.,ini saya stuck di term and condition. yg versi kemarin jauh lbh baik.,this is my stuck in the term and condition. which yesterday's version was far more good.,,,-1,,
halh tai lah,halh tai lah.,halh tai lah,,,0,,
"tempo hari sertifikat caksin sudah ada dua2nya, sekarang dicek lagi malah hilang. dan harus terus masukkan nik melulu tiap cek. tolong diperbaiki donk bugnya. menyusahkan","tempo hari sertifikat caksin sudah ada dua2nya, sekarang dicek lagi malah hilang. dan harus terus masukkan nik melulu tiap cek. tolong diperbaiki donk bugnya. menyusahkan","the tempo day of the caxine certificate has been there two, now checked again instead. and must continue to enter nik just check. please fix the bug. difficult",,,-1,,
jelek,jelek,bad,,,-1,,
ok,oke,ok,,,1,,
"otp lama banget.login pakai no hp gagal terus.login pakai email,otp ditunggu jg gak ada email yg masuk.apa tidak ada teknisi yg bisa perbaiki?tidak ada pegawai yg bisa perbaiki,terus buat apa bikin aplikasi?","otp lama banget.login pakai no hp gagal terus.login pakai email,otp ditunggu jg gak ada email yg masuk.apa tidak ada teknisi yg bisa perbaiki?tidak ada pegawai yg bisa perbaiki,terus buat apa bikin aplikasi?","olp old banget.login use the cellphone number failed to continue. login using email, otp is awaited jg there is no email that enters. there is no technician who can improve? there are no employees who can improve, continue to make the application?",,,-1,,
aplikasi lama customer service parah. setiap ada masalah jawabnya kami tidak tahu silahkan ke faskes silahkan tanya klinik. klinik dan faskes pun biasanya ga ada masalah selalu letakny di peduli lindungi. ga pernah terima input dan beri solusi. kalau bisa kasih dbwh bintang satu akan sy beri bintan - 10,aplikasi lama customer service parah. setiap ada masalah jawabnya kami tidak tahu silahkan ke faskes silahkan tanya klinik. klinik dan faskes pun biasanya ga ada masalah selalu letakny di peduli lindungi. ga pernah terima input dan beri solusi. kalau bisa kasih dbwh bintang satu akan sy beri bintan - 10,"severe old customer service application. every time there is a problem with the answer we don't know please go to the facts, please ask the clinic. the clinic and faculty are usually no problem there is always a matter of protecting. never accept the input and give a solution. if you can give dbwh one star will give bintan - 10",,,-1,,
problematic app and most useless customer service,aplikasi bermasalah dan layanan pelanggan yang paling tidak berguna,problematic app and most useless customer service,,,-1,,
"i dont understand how it's possible to fail that but once i downloaded the application. i cannot really go any further. it ask me to pick foreign or local but after that, i can only select to accept terms. cannot scroll, continue, go into the app to register or else.. indonesia force to use this application but the application isn't working so what...","saya tidak mengerti bagaimana mungkin untuk gagal itu tetapi begitu saya mengunduh aplikasi. saya tidak bisa benar-benar melangkah lebih jauh. itu meminta saya untuk memilih asing atau lokal tetapi setelah itu, saya hanya dapat memilih untuk menerima persyaratan. tidak dapat gulir, lanjutkan, masuk ke aplikasi untuk mendaftar atau .. indonesia force untuk menggunakan aplikasi ini tetapi aplikasi tidak berfungsi ...","i dont understand how it's possible to fail that but once i downloaded the application. i cannot really go any further. it ask me to pick foreign or local but after that, i can only select to accept terms. cannot scroll, continue, go into the app to register or else.. indonesia force to use this application but the application isn't working so what...",,,-1,,
"check in failed everytime. everything about gps. i've turn on and off the gps thousands times, not working. need tons of improvements. sorry.","check-in gagal setiap kali. segala sesuatu tentang gps. saya telah menghidupkan dan mematikan gps ribuan kali, tidak berfungsi. butuh banyak perbaikan. maaf.","check in failed everytime. everything about gps. i've turn on and off the gps thousands times, not working. need tons of improvements. sorry.",,,-1,,
abis pencet agree ke privacy policy trus ga bisa diapa2in...tolong perbaiki..bikin susah orang mau ngapa2in..menyebalkan sekali,abis pencet agree ke privacy policy trus ga bisa diapa2in...tolong perbaiki..bikin susah orang mau ngapa2in..menyebalkan sekali,after pressing agree to privacy policy then can't be treated ... please repair it ... make it difficult for people to do it ... very much,,,-1,,
"tolong ketika ada kasus salah input hasil tes antigen/pcr, bila sudah diperbaiki oleh lab/rs mohon statusnya langsung berubah menjadi hijau, jangan hitam terus selama 3 hari, hal ini sangat merugikan pengguna tidak bisa mengunjungi fasum.","tolong ketika ada kasus salah input hasil tes antigen/pcr, bila sudah diperbaiki oleh lab/rs mohon statusnya langsung berubah menjadi hijau, jangan hitam terus selama 3 hari, hal ini sangat merugikan pengguna tidak bisa mengunjungi fasum.","help when there is a case of the wrong input of the antigen / pcr test results, if it has been repaired by the lab / rs, please immediately turn green, do not continue to be green for 3 days, this is very detrimental to the user cannot visit the facilium.",,,-1,,
udah vaksin dosis 1 tapi statusnya masih merah..,udah vaksin dosis 1 tapi statusnya masih merah..,already vaccine dose 1 but the status is still red ..,,,-1,,
"selalu gagal setiap melakukan proses check-in, mempersulit pengguna saat harus check-in di kantor utk masuk kerja, harus berulangkali melakukan check-in baru bisa sukses dan terkadang tiba-tiba check-in bisa berubah gagal dan harus diulang kembali padahal sebelumnya sudah sukses","selalu gagal setiap melakukan proses check-in, mempersulit pengguna saat harus check-in di kantor utk masuk kerja, harus berulangkali melakukan check-in baru bisa sukses dan terkadang tiba-tiba check-in bisa berubah gagal dan harus diulang kembali padahal sebelumnya sudah sukses","always fail each check-in process, it makes it difficult for users when you have to check in at the office to enter work, must repeat a new check-in can be successful and sometimes sudden check-in can change fail and must be repeated again even though it was previously successful",,,-1,,
good,bagus,good,,,1,,
"aplikasi rusak, gak bisa keluar sertifikat vaksin","aplikasi rusak, gak bisa keluar sertifikat vaksin","the application is broken, it can't get out the vaccine certificate",,,-1,,
error terus aplikasinya di maintaince atuh,error terus aplikasinya di maintaince atuh,the error continues its application in maintaince atuh,,,-1,,
really bad.,sangat buruk.,really bad.,,,-1,,
"unable to login, always closed automatically...","tidak dapat login, selalu ditutup secara otomatis ...","unable to login, always closed automatically...",,,-1,,
the app even won't be open,aplikasi ini bahkan tidak akan terbuka,the app even won't be open,,,-1,,
saat scan barcode suka eror dan tidak bisa jadi harus ulang berkali²,saat scan barcode suka eror dan tidak bisa jadi harus ulang berkali²,when scan barcodes like errors and cannot be repeated more,,,-1,,
mantap...,mantap...,steady...,,,1,,
sudah vaksin tp ketika check in selalu warna merah seperti belum vaksin. padahal nik sudah benar dan ada sertifikat jg.,sudah vaksin tp ketika check in selalu warna merah seperti belum vaksin. padahal nik sudah benar dan ada sertifikat jg.,it's been a vaccine but when checking in is always red like a vaccine. even though nik is correct and there is a jg certificate.,,,-1,,
aplikasi suka eror dan lemot,aplikasi suka eror dan lemot,the application likes error and slow,,,-1,,
it's so good <33,sangat bagus <33,it's so good <33,,,1,,
"sudah pernah dapat sms utk download sertifikat kedua... namun sms, link dan sertifikat terhapus. tetapi di aplikasi ini cuma muncul sudah vaksin kedua. namun tak ditemukan sertifikatnya... kenapa ga sinkron sama sms dulu ?","sudah pernah dapat sms utk download sertifikat kedua... namun sms, link dan sertifikat terhapus. tetapi di aplikasi ini cuma muncul sudah vaksin kedua. namun tak ditemukan sertifikatnya... kenapa ga sinkron sama sms dulu ?","i've ever got an sms for downloading the second certificate ... but sms, links and deleted certificates. but in this application only appeared the second vaccine. but no certificate was found ... why didn't it synchronize the same text?",,,-1,,
only some in english. nik only accepts numbers but the nik i was issued has letters,hanya beberapa dalam bahasa inggris. nik hanya menerima angka tetapi nik saya dikeluarkan memiliki surat,only some in english. nik only accepts numbers but the nik i was issued has letters,,,-1,,
dalam nomor satu hp tidak bisa mendaftar pedulilindungi untuk 2 nik padahal sudah masing2 membuat regitrasi baru,dalam nomor satu hp tidak bisa mendaftar pedulilindungi untuk 2 nik padahal sudah masing2 membuat regitrasi baru,in the number one cellphone cannot register for the protector for 2 nik even though it has made a new regitration,,,-1,,
"thank you for tackling the feedbacks from previous version, especially regarding location permission access. the new version's ui is also more easy to use.","terima kasih telah mengatasi umpan balik dari versi sebelumnya, terutama mengenai akses izin lokasi. ui versi baru juga lebih mudah digunakan.","thank you for tackling the feedbacks from previous version, especially regarding location permission access. the new version's ui is also more easy to use.",,,1,,
"check in susah banget, hampir selalu diluar radius padahal jelas2 lokasinya sudah diaktifkan jauh sebelum mau masuk tempatnya. mau check out juga susahnya minta ampun, diminta untuk aktifkan lokasi padahal lokasinya aktif terus","check in susah banget, hampir selalu diluar radius padahal jelas2 lokasinya sudah diaktifkan jauh sebelum mau masuk tempatnya. mau check out juga susahnya minta ampun, diminta untuk aktifkan lokasi padahal lokasinya aktif terus","check in is very difficult, almost always beyond the radius even though it is clear that the location has been activated long before going into its place. want to check out also the difficulty of forgiveness, asked to activate the location even though the location is actively continuously",,,-1,,
"loadingnya lama, pas di update gak ke update, udah di doqnload masi gjls well.","loadingnya lama, pas di update gak ke update, udah di doqnload masi gjls well.","the loading is old, when it's updated it doesn't go to the update, it's already done, it's still still gjls.",,,0,,
good apps,aplikasi yang bagus,good apps,,,1,,
good,bagus,good,,,1,,
tampilan baru lebih user friendly,tampilan baru lebih user friendly,new look more user friendly,,,1,,
update terbaru lebih user friendly dan memudahkannutk mencari fitur yg sering digunakan. masih dicoba untuk melihat apakah jika error karena gps belum uodate ke lokasi terkini akan kelihatan.,update terbaru lebih user friendly dan memudahkannutk mencari fitur yg sering digunakan. masih dicoba untuk melihat apakah jika error karena gps belum uodate ke lokasi terkini akan kelihatan.,the latest update is more user friendly and makes it easy to find frequently used features. still trying to see if the error because the gps hasn't been udate to the current location it will appear.,,,1,,
okkj,okkj,okkj,,,1,,
sertifikat vaksin nggak keluar padahal udah vaksin 2 kali,sertifikat vaksin nggak keluar padahal udah vaksin 2 kali,the vaccine certificate doesn't come out even though it's already vaccine twice,,,-1,,
bagus dan mudah di gunakan,bagus dan mudah di gunakan,good and easy to use,,,1,,
tidak dapat melihat sertifikat vaksin di handphone saya,tidak dapat melihat sertifikat vaksin di handphone saya,can't see the vaccine certificate on my cellphone,,,-1,,
weird,aneh,weird,,,-1,,
"review dihapus terus. kenapa ya? padahal ini review asli bintang 1. aplikasi tidak bisa dibuka, selalu muncul lokasi buatan terdeteksi. fakegps tidak pernah nyala dan mock location di disable. coba dibenerin dulu aplikasinya, gimana mau pakai kalau buka aja ga bisa.","review dihapus terus. kenapa ya? padahal ini review asli bintang 1. aplikasi tidak bisa dibuka, selalu muncul lokasi buatan terdeteksi. fakegps tidak pernah nyala dan mock location di disable. coba dibenerin dulu aplikasinya, gimana mau pakai kalau buka aja ga bisa.","removed reviews continue. i wonder why? even though this original star review 1. the application cannot be opened, the artificial location always appears detected. fakegps never flames and mock location is disabled. try to first use the application, what do you want to use if you just open it can't.",,,-1,,
